Provincias;Sexo;Periodo;Total
14 Cordoba;Mujeres;2009;408.773
14 Cordoba;Mujeres;2008;406.164
14 Cordoba;Mujeres;2007;403.009
14 Cordoba;Mujeres;2006;401.348
14 Cordoba;Mujeres;2005;399.627
14 Cordoba;Mujeres;2004;397.657
14 Cordoba;Mujeres;2003;395.955
14 Cordoba;Mujeres;2002;393.803
14 Cordoba;Mujeres;2001;393.114
14 Cordoba;Mujeres;2000;392.929
14 Cordoba;Mujeres;1999;392.439
14 Cordoba;Mujeres;1998;391.931
14 Cordoba;Mujeres;1997;""
14 Cordoba;Mujeres;1996;389.152
15 Coruña, A;Total;2021;1.120.134
15 Coruña, A;Total;2020;1.121.815
15 Coruña, A;Total;2019;1.119.596
15 Coruña, A;Total;2018;1.119.351
15 Coruña, A;Total;2017;1.120.294
15 Coruña, A;Total;2016;1.122.799
15 Coruña, A;Total;2015;1.127.196
15 Coruña, A;Total;2014;1.132.735
15 Coruña, A;Total;2013;1.138.161
15 Coruña, A;Total;2012;1.143.911
15 Coruña, A;Total;2011;1.147.124
15 Coruña, A;Total;2010;1.146.458
15 Coruña, A;Total;2009;1.145.488
15 Coruña, A;Total;2008;1.139.121
15 Coruña, A;Total;2007;1.132.792
15 Coruña, A;Total;2006;1.129.141
15 Coruña, A;Total;2005;1.126.707
15 Coruña, A;Total;2004;1.121.344
15 Coruña, A;Total;2003;1.120.814
15 Coruña, A;Total;2002;1.111.886
15 Coruña, A;Total;2001;1.108.002
15 Coruña, A;Total;2000;1.108.419
15 Coruña, A;Total;1999;1.108.980
15 Coruña, A;Total;1998;1.106.325
15 Coruña, A;Total;1997;""
15 Coruña, A;Total;1996;1.110.302
15 Coruña, A;Hombres;2021;537.004
15 Coruña, A;Hombres;2020;537.781
15 Coruña, A;Hombres;2019;536.470
15 Coruña, A;Hombres;2018;536.637
15 Coruña, A;Hombres;2017;537.311
15 Coruña, A;Hombres;2016;538.878
15 Coruña, A;Hombres;2015;541.292
15 Coruña, A;Hombres;2014;544.075
15 Coruña, A;Hombres;2013;547.079
15 Coruña, A;Hombres;2012;550.009
15 Coruña, A;Hombres;2011;551.476
15 Coruña, A;Hombres;2010;551.318
15 Coruña, A;Hombres;2009;550.841
15 Coruña, A;Hombres;2008;548.037
15 Coruña, A;Hombres;2007;544.352
15 Coruña, A;Hombres;2006;542.260
15 Coruña, A;Hombres;2005;541.189
15 Coruña, A;Hombres;2004;538.764
15 Coruña, A;Hombres;2003;538.469
15 Coruña, A;Hombres;2002;533.914
15 Coruña, A;Hombres;2001;532.039
15 Coruña, A;Hombres;2000;531.744
15 Coruña, A;Hombres;1999;532.943
15 Coruña, A;Hombres;1998;531.769
15 Coruña, A;Hombres;1997;""
15 Coruña, A;Hombres;1996;533.921
15 Coruña, A;Mujeres;2021;583.130
15 Coruña, A;Mujeres;2020;584.034
15 Coruña, A;Mujeres;2019;583.126
15 Coruña, A;Mujeres;2018;582.714
15 Coruña, A;Mujeres;2017;582.983
15 Coruña, A;Mujeres;2016;583.921
15 Coruña, A;Mujeres;2015;585.904
15 Coruña, A;Mujeres;2014;588.660
15 Coruña, A;Mujeres;2013;591.082
15 Coruña, A;Mujeres;2012;593.902
15 Coruña, A;Mujeres;2011;595.648
15 Coruña, A;Mujeres;2010;595.140
15 Coruña, A;Mujeres;2009;594.647
15 Coruña, A;Mujeres;2008;591.084
15 Coruña, A;Mujeres;2007;588.440
15 Coruña, A;Mujeres;2006;586.881
15 Coruña, A;Mujeres;2005;585.518
15 Coruña, A;Mujeres;2004;582.580
15 Coruña, A;Mujeres;2003;582.345
15 Coruña, A;Mujeres;2002;577.972
15 Coruña, A;Mujeres;2001;575.963
15 Coruña, A;Mujeres;2000;576.675
15 Coruña, A;Mujeres;1999;576.037
15 Coruña, A;Mujeres;1998;574.556
15 Coruña, A;Mujeres;1997;""
15 Coruña, A;Mujeres;1996;576.381
16 Cuenca;Total;2021;195.516
16 Cuenca;Total;2020;196.139
16 Cuenca;Total;2019;196.329
16 Cuenca;Total;2018;197.222
16 Cuenca;Total;2017;198.718
16 Cuenca;Total;2016;201.071
16 Cuenca;Total;2015;203.841
16 Cuenca;Total;2014;207.449
16 Cuenca;Total;2013;211.899
16 Cuenca;Total;2012;218.036
16 Cuenca;Total;2011;219.138
16 Cuenca;Total;2010;217.716
16 Cuenca;Total;2009;217.363
16 Cuenca;Total;2008;215.274
16 Cuenca;Total;2007;211.375
16 Cuenca;Total;2006;208.616
16 Cuenca;Total;2005;207.974
16 Cuenca;Total;2004;204.546
16 Cuenca;Total;2003;202.982
16 Cuenca;Total;2002;201.614
16 Cuenca;Total;2001;201.526
16 Cuenca;Total;2000;201.053
16 Cuenca;Total;1999;200.963
16 Cuenca;Total;1998;199.086
16 Cuenca;Total;1997;""
16 Cuenca;Total;1996;201.712
16 Cuenca;Hombres;2021;98.118
16 Cuenca;Hombres;2020;98.430
16 Cuenca;Hombres;2019;98.542
16 Cuenca;Hombres;2018;98.999
16 Cuenca;Hombres;2017;99.821
16 Cuenca;Hombres;2016;101.097
16 Cuenca;Hombres;2015;102.583
16 Cuenca;Hombres;2014;104.586
16 Cuenca;Hombres;2013;107.111
16 Cuenca;Hombres;2012;110.460
16 Cuenca;Hombres;2011;111.052
16 Cuenca;Hombres;2010;110.384
16 Cuenca;Hombres;2009;110.282
16 Cuenca;Hombres;2008;109.058
16 Cuenca;Hombres;2007;106.633
16 Cuenca;Hombres;2006;105.068
16 Cuenca;Hombres;2005;104.912
16 Cuenca;Hombres;2004;102.947
16 Cuenca;Hombres;2003;102.040
16 Cuenca;Hombres;2002;101.048
16 Cuenca;Hombres;2001;100.630
16 Cuenca;Hombres;2000;100.126
16 Cuenca;Hombres;1999;100.088
16 Cuenca;Hombres;1998;99.031
16 Cuenca;Hombres;1997;""
16 Cuenca;Hombres;1996;100.387
16 Cuenca;Mujeres;2021;97.398
16 Cuenca;Mujeres;2020;97.709
16 Cuenca;Mujeres;2019;97.787
16 Cuenca;Mujeres;2018;98.223
16 Cuenca;Mujeres;2017;98.897
16 Cuenca;Mujeres;2016;99.974
16 Cuenca;Mujeres;2015;101.258
16 Cuenca;Mujeres;2014;102.863
16 Cuenca;Mujeres;2013;104.788
16 Cuenca;Mujeres;2012;107.576
16 Cuenca;Mujeres;2011;108.086
16 Cuenca;Mujeres;2010;107.332
16 Cuenca;Mujeres;2009;107.081
16 Cuenca;Mujeres;2008;106.216
16 Cuenca;Mujeres;2007;104.742
16 Cuenca;Mujeres;2006;103.548
16 Cuenca;Mujeres;2005;103.062
16 Cuenca;Mujeres;2004;101.599
16 Cuenca;Mujeres;2003;100.942
16 Cuenca;Mujeres;2002;100.566
16 Cuenca;Mujeres;2001;100.896
16 Cuenca;Mujeres;2000;100.927
16 Cuenca;Mujeres;1999;100.875
16 Cuenca;Mujeres;1998;100.055
16 Cuenca;Mujeres;1997;""
16 Cuenca;Mujeres;1996;101.325
20 Gipuzkoa;Total;2021;726.033
20 Gipuzkoa;Total;2020;727.121
20 Gipuzkoa;Total;2019;723.576
20 Gipuzkoa;Total;2018;720.592
20 Gipuzkoa;Total;2017;719.282
20 Gipuzkoa;Total;2016;717.832
20 Gipuzkoa;Total;2015;716.834
20 Gipuzkoa;Total;2014;715.148
20 Gipuzkoa;Total;2013;713.818
20 Gipuzkoa;Total;2012;712.097
20 Gipuzkoa;Total;2011;709.607
20 Gipuzkoa;Total;2010;707.263
20 Gipuzkoa;Total;2009;705.698
20 Gipuzkoa;Total;2008;701.056
20 Gipuzkoa;Total;2007;694.944
20 Gipuzkoa;Total;2006;691.895
20 Gipuzkoa;Total;2005;688.708
20 Gipuzkoa;Total;2004;686.513
20 Gipuzkoa;Total;2003;684.416
20 Gipuzkoa;Total;2002;682.977
20 Gipuzkoa;Total;2001;680.069
20 Gipuzkoa;Total;2000;679.370
20 Gipuzkoa;Total;1999;677.275
20 Gipuzkoa;Total;1998;676.439
20 Gipuzkoa;Total;1997;""
20 Gipuzkoa;Total;1996;676.208
20 Gipuzkoa;Hombres;2021;354.717
20 Gipuzkoa;Hombres;2020;355.130
20 Gipuzkoa;Hombres;2019;353.363
20 Gipuzkoa;Hombres;2018;351.696
20 Gipuzkoa;Hombres;2017;351.262
20 Gipuzkoa;Hombres;2016;350.998
20 Gipuzkoa;Hombres;2015;350.799
20 Gipuzkoa;Hombres;2014;350.014
20 Gipuzkoa;Hombres;2013;349.551
20 Gipuzkoa;Hombres;2012;348.655
20 Gipuzkoa;Hombres;2011;347.653
20 Gipuzkoa;Hombres;2010;347.027
20 Gipuzkoa;Hombres;2009;346.820
20 Gipuzkoa;Hombres;2008;344.679
20 Gipuzkoa;Hombres;2007;341.400
20 Gipuzkoa;Hombres;2006;340.051
20 Gipuzkoa;Hombres;2005;338.605
20 Gipuzkoa;Hombres;2004;337.552
20 Gipuzkoa;Hombres;2003;336.409
20 Gipuzkoa;Hombres;2002;335.670
20 Gipuzkoa;Hombres;2001;334.011
20 Gipuzkoa;Hombres;2000;333.502
20 Gipuzkoa;Hombres;1999;332.698
20 Gipuzkoa;Hombres;1998;331.804
20 Gipuzkoa;Hombres;1997;""
20 Gipuzkoa;Hombres;1996;331.900
20 Gipuzkoa;Mujeres;2021;371.316
20 Gipuzkoa;Mujeres;2020;371.991
20 Gipuzkoa;Mujeres;2019;370.213
20 Gipuzkoa;Mujeres;2018;368.896
20 Gipuzkoa;Mujeres;2017;368.020
20 Gipuzkoa;Mujeres;2016;366.834
20 Gipuzkoa;Mujeres;2015;366.035
20 Gipuzkoa;Mujeres;2014;365.134
20 Gipuzkoa;Mujeres;2013;364.267
20 Gipuzkoa;Mujeres;2012;363.442
20 Gipuzkoa;Mujeres;2011;361.954
20 Gipuzkoa;Mujeres;2010;360.236
20 Gipuzkoa;Mujeres;2009;358.878
20 Gipuzkoa;Mujeres;2008;356.377
20 Gipuzkoa;Mujeres;2007;353.544
20 Gipuzkoa;Mujeres;2006;351.844
20 Gipuzkoa;Mujeres;2005;350.103
20 Gipuzkoa;Mujeres;2004;348.961
20 Gipuzkoa;Mujeres;2003;348.007
20 Gipuzkoa;Mujeres;2002;347.307
20 Gipuzkoa;Mujeres;2001;346.058
20 Gipuzkoa;Mujeres;2000;345.868
20 Gipuzkoa;Mujeres;1999;344.577
20 Gipuzkoa;Mujeres;1998;344.635
20 Gipuzkoa;Mujeres;1997;""
20 Gipuzkoa;Mujeres;1996;344.308
17 Girona;Total;2021;786.596
17 Girona;Total;2020;781.788
17 Girona;Total;2019;771.044
17 Girona;Total;2018;761.947
17 Girona;Total;2017;755.716
17 Girona;Total;2016;753.576
17 Girona;Total;2015;753.054
17 Girona;Total;2014;756.156
17 Girona;Total;2013;761.632
17 Girona;Total;2012;761.627
17 Girona;Total;2011;756.810
17 Girona;Total;2010;753.046
17 Girona;Total;2009;747.782
17 Girona;Total;2008;731.864
17 Girona;Total;2007;706.185
17 Girona;Total;2006;687.331
17 Girona;Total;2005;664.506
17 Girona;Total;2004;636.198
17 Girona;Total;2003;619.692
17 Girona;Total;2002;598.112
17 Girona;Total;2001;579.650
17 Girona;Total;2000;565.599
17 Girona;Total;1999;553.348
17 Girona;Total;1998;543.191
17 Girona;Total;1997;""
17 Girona;Total;1996;530.631
17 Girona;Hombres;2021;393.769
17 Girona;Hombres;2020;391.183
17 Girona;Hombres;2019;385.298
17 Girona;Hombres;2018;380.690
17 Girona;Hombres;2017;377.615
17 Girona;Hombres;2016;376.943
17 Girona;Hombres;2015;376.936
17 Girona;Hombres;2014;379.175
17 Girona;Hombres;2013;382.685
17 Girona;Hombres;2012;383.428
17 Girona;Hombres;2011;381.448
17 Girona;Hombres;2010;380.773
17 Girona;Hombres;2009;379.629
17 Girona;Hombres;2008;372.266
17 Girona;Hombres;2007;358.108
17 Girona;Hombres;2006;348.922
17 Girona;Hombres;2005;336.206
17 Girona;Hombres;2004;320.098
17 Girona;Hombres;2003;311.514
17 Girona;Hombres;2002;299.657
17 Girona;Hombres;2001;289.317
17 Girona;Hombres;2000;281.460
17 Girona;Hombres;1999;274.866
17 Girona;Hombres;1998;269.400
17 Girona;Hombres;1997;""
17 Girona;Hombres;1996;262.542
17 Girona;Mujeres;2021;392.827
17 Girona;Mujeres;2020;390.605
17 Girona;Mujeres;2019;385.746
17 Girona;Mujeres;2018;381.257
17 Girona;Mujeres;2017;378.101
17 Girona;Mujeres;2016;376.633
17 Girona;Mujeres;2015;376.118
17 Girona;Mujeres;2014;376.981
17 Girona;Mujeres;2013;378.947
17 Girona;Mujeres;2012;378.199
17 Girona;Mujeres;2011;375.362
17 Girona;Mujeres;2010;372.273
17 Girona;Mujeres;2009;368.153
17 Girona;Mujeres;2008;359.598
17 Girona;Mujeres;2007;348.077
17 Girona;Mujeres;2006;338.409
17 Girona;Mujeres;2005;328.300
17 Girona;Mujeres;2004;316.100
17 Girona;Mujeres;2003;308.178
17 Girona;Mujeres;2002;298.455
17 Girona;Mujeres;2001;290.333
17 Girona;Mujeres;2000;284.139
17 Girona;Mujeres;1999;278.482
17 Girona;Mujeres;1998;273.791
17 Girona;Mujeres;1997;""
17 Girona;Mujeres;1996;268.089
18 Granada;Total;2021;921.338
18 Granada;Total;2020;919.168
18 Granada;Total;2019;914.678
18 Granada;Total;2018;912.075
18 Granada;Total;2017;912.938
18 Granada;Total;2016;915.392
18 Granada;Total;2015;917.297
18 Granada;Total;2014;919.455
18 Granada;Total;2013;919.319
18 Granada;Total;2012;922.928
18 Granada;Total;2011;924.550
18 Granada;Total;2010;918.072
18 Granada;Total;2009;907.428
18 Granada;Total;2008;901.220
18 Granada;Total;2007;884.099
18 Granada;Total;2006;876.184
18 Granada;Total;2005;860.898
18 Granada;Total;2004;841.687
18 Granada;Total;2003;828.107
18 Granada;Total;2002;818.959
18 Granada;Total;2001;812.637
18 Granada;Total;2000;809.004
18 Granada;Total;1999;813.061
18 Granada;Total;1998;801.177
18 Granada;Total;1997;""
18 Granada;Total;1996;808.053
18 Granada;Hombres;2021;453.683
18 Granada;Hombres;2020;452.595
18 Granada;Hombres;2019;450.555
18 Granada;Hombres;2018;449.318
18 Granada;Hombres;2017;449.821
18 Granada;Hombres;2016;451.148
18 Granada;Hombres;2015;451.907
18 Granada;Hombres;2014;453.407
18 Granada;Hombres;2013;453.670
18 Granada;Hombres;2012;456.216
18 Granada;Hombres;2011;457.084
18 Granada;Hombres;2010;453.734
18 Granada;Hombres;2009;448.784
18 Granada;Hombres;2008;447.280
18 Granada;Hombres;2007;437.782
18 Granada;Hombres;2006;433.320
18 Granada;Hombres;2005;424.718
18 Granada;Hombres;2004;414.472
18 Granada;Hombres;2003;407.293
18 Granada;Hombres;2002;402.121
18 Granada;Hombres;2001;398.272
18 Granada;Hombres;2000;395.659
18 Granada;Hombres;1999;397.751
18 Granada;Hombres;1998;391.867
18 Granada;Hombres;1997;""
18 Granada;Hombres;1996;395.509
18 Granada;Mujeres;2021;467.655
18 Granada;Mujeres;2020;466.573
18 Granada;Mujeres;2019;464.123
18 Granada;Mujeres;2018;462.757
18 Granada;Mujeres;2017;463.117
18 Granada;Mujeres;2016;464.244
18 Granada;Mujeres;2015;465.390
18 Granada;Mujeres;2014;466.048
18 Granada;Mujeres;2013;465.649
18 Granada;Mujeres;2012;466.712
18 Granada;Mujeres;2011;467.466
18 Granada;Mujeres;2010;464.338
18 Granada;Mujeres;2009;458.644
18 Granada;Mujeres;2008;453.940
18 Granada;Mujeres;2007;446.317
18 Granada;Mujeres;2006;442.864
18 Granada;Mujeres;2005;436.180
18 Granada;Mujeres;2004;427.215
18 Granada;Mujeres;2003;420.814
18 Granada;Mujeres;2002;416.838
18 Granada;Mujeres;2001;414.365
18 Granada;Mujeres;2000;413.345
18 Granada;Mujeres;1999;415.310
18 Granada;Mujeres;1998;409.310
18 Granada;Mujeres;1997;""
18 Granada;Mujeres;1996;412.544
19 Guadalajara;Total;2021;265.588
19 Guadalajara;Total;2020;261.995
19 Guadalajara;Total;2019;257.762
19 Guadalajara;Total;2018;254.308
19 Guadalajara;Total;2017;253.310
19 Guadalajara;Total;2016;252.882
19 Guadalajara;Total;2015;253.686
19 Guadalajara;Total;2014;255.426
19 Guadalajara;Total;2013;257.723
19 Guadalajara;Total;2012;259.537
19 Guadalajara;Total;2011;256.461
19 Guadalajara;Total;2010;251.563
19 Guadalajara;Total;2009;246.151
19 Guadalajara;Total;2008;237.787
19 Guadalajara;Total;2007;224.076
19 Guadalajara;Total;2006;213.505
19 Guadalajara;Total;2005;203.737
19 Guadalajara;Total;2004;193.913
19 Guadalajara;Total;2003;185.474
19 Guadalajara;Total;2002;177.761
19 Guadalajara;Total;2001;171.532
19 Guadalajara;Total;2000;165.347
19 Guadalajara;Total;1999;161.669
19 Guadalajara;Total;1998;159.331
19 Guadalajara;Total;1997;""
19 Guadalajara;Total;1996;157.255
19 Guadalajara;Hombres;2021;134.624
19 Guadalajara;Hombres;2020;132.839
19 Guadalajara;Hombres;2019;130.534
19 Guadalajara;Hombres;2018;128.854
19 Guadalajara;Hombres;2017;128.341
19 Guadalajara;Hombres;2016;128.265
19 Guadalajara;Hombres;2015;128.952
19 Guadalajara;Hombres;2014;130.197
19 Guadalajara;Hombres;2013;131.796
19 Guadalajara;Hombres;2012;133.009
19 Guadalajara;Hombres;2011;131.532
19 Guadalajara;Hombres;2010;129.170
19 Guadalajara;Hombres;2009;126.608
19 Guadalajara;Hombres;2008;122.327
19 Guadalajara;Hombres;2007;114.798
19 Guadalajara;Hombres;2006;109.054
19 Guadalajara;Hombres;2005;104.082
19 Guadalajara;Hombres;2004;98.911
19 Guadalajara;Hombres;2003;94.421
19 Guadalajara;Hombres;2002;90.208
19 Guadalajara;Hombres;2001;86.761
19 Guadalajara;Hombres;2000;83.488
19 Guadalajara;Hombres;1999;81.594
19 Guadalajara;Hombres;1998;80.464
19 Guadalajara;Hombres;1997;""
19 Guadalajara;Hombres;1996;79.412
19 Guadalajara;Mujeres;2021;130.964
19 Guadalajara;Mujeres;2020;129.156
19 Guadalajara;Mujeres;2019;127.228
19 Guadalajara;Mujeres;2018;125.454
19 Guadalajara;Mujeres;2017;124.969
19 Guadalajara;Mujeres;2016;124.617
19 Guadalajara;Mujeres;2015;124.734
19 Guadalajara;Mujeres;2014;125.229
19 Guadalajara;Mujeres;2013;125.927
19 Guadalajara;Mujeres;2012;126.528
19 Guadalajara;Mujeres;2011;124.929
19 Guadalajara;Mujeres;2010;122.393
19 Guadalajara;Mujeres;2009;119.543
19 Guadalajara;Mujeres;2008;115.460
19 Guadalajara;Mujeres;2007;109.278
19 Guadalajara;Mujeres;2006;104.451
19 Guadalajara;Mujeres;2005;99.655
19 Guadalajara;Mujeres;2004;95.002
19 Guadalajara;Mujeres;2003;91.053
19 Guadalajara;Mujeres;2002;87.553
19 Guadalajara;Mujeres;2001;84.771
19 Guadalajara;Mujeres;2000;81.859
19 Guadalajara;Mujeres;1999;80.075
19 Guadalajara;Mujeres;1998;78.867
19 Guadalajara;Mujeres;1997;""
19 Guadalajara;Mujeres;1996;77.843
21 Huelva;Total;2021;525.835
21 Huelva;Total;2020;524.278
21 Huelva;Total;2019;521.870
21 Huelva;Total;2018;519.932
21 Huelva;Total;2017;518.930
21 Huelva;Total;2016;519.596
21 Huelva;Total;2015;520.017
21 Huelva;Total;2014;519.229
21 Huelva;Total;2013;520.668
21 Huelva;Total;2012;522.862
21 Huelva;Total;2011;521.968
21 Huelva;Total;2010;518.081
21 Huelva;Total;2009;513.403
21 Huelva;Total;2008;507.915
21 Huelva;Total;2007;497.671
21 Huelva;Total;2006;492.174
21 Huelva;Total;2005;483.792
21 Huelva;Total;2004;476.707
21 Huelva;Total;2003;472.446
21 Huelva;Total;2002;464.934
21 Huelva;Total;2001;461.730
21 Huelva;Total;2000;458.998
21 Huelva;Total;1999;457.507
21 Huelva;Total;1998;453.958
21 Huelva;Total;1997;""
21 Huelva;Total;1996;454.735
21 Huelva;Hombres;2021;260.581
21 Huelva;Hombres;2020;259.496
21 Huelva;Hombres;2019;258.413
21 Huelva;Hombres;2018;257.713
21 Huelva;Hombres;2017;257.613
21 Huelva;Hombres;2016;257.571
21 Huelva;Hombres;2015;257.699
21 Huelva;Hombres;2014;257.542
21 Huelva;Hombres;2013;258.387
21 Huelva;Hombres;2012;259.370
21 Huelva;Hombres;2011;259.362
21 Huelva;Hombres;2010;257.716
21 Huelva;Hombres;2009;255.144
21 Huelva;Hombres;2008;252.394
21 Huelva;Hombres;2007;248.151
21 Huelva;Hombres;2006;246.056
21 Huelva;Hombres;2005;241.142
21 Huelva;Hombres;2004;237.146
21 Huelva;Hombres;2003;234.902
21 Huelva;Hombres;2002;230.999
21 Huelva;Hombres;2001;228.771
21 Huelva;Hombres;2000;227.014
21 Huelva;Hombres;1999;226.227
21 Huelva;Hombres;1998;224.433
21 Huelva;Hombres;1997;""
21 Huelva;Hombres;1996;224.776
21 Huelva;Mujeres;2021;265.254
21 Huelva;Mujeres;2020;264.782
21 Huelva;Mujeres;2019;263.457
21 Huelva;Mujeres;2018;262.219
21 Huelva;Mujeres;2017;261.317
21 Huelva;Mujeres;2016;262.025
21 Huelva;Mujeres;2015;262.318
21 Huelva;Mujeres;2014;261.687
21 Huelva;Mujeres;2013;262.281
21 Huelva;Mujeres;2012;263.492
21 Huelva;Mujeres;2011;262.606
21 Huelva;Mujeres;2010;260.365
21 Huelva;Mujeres;2009;258.259
21 Huelva;Mujeres;2008;255.521
21 Huelva;Mujeres;2007;249.520
21 Huelva;Mujeres;2006;246.118
21 Huelva;Mujeres;2005;242.650
21 Huelva;Mujeres;2004;239.561
21 Huelva;Mujeres;2003;237.544
21 Huelva;Mujeres;2002;233.935
21 Huelva;Mujeres;2001;232.959
21 Huelva;Mujeres;2000;231.984
21 Huelva;Mujeres;1999;231.280
21 Huelva;Mujeres;1998;229.525
21 Huelva;Mujeres;1997;""
21 Huelva;Mujeres;1996;229.959
22 Huesca;Total;2021;224.264
22 Huesca;Total;2020;222.687
22 Huesca;Total;2019;220.461
22 Huesca;Total;2018;219.345
22 Huesca;Total;2017;219.702
22 Huesca;Total;2016;221.079
22 Huesca;Total;2015;222.909
22 Huesca;Total;2014;224.909
22 Huesca;Total;2013;226.329
22 Huesca;Total;2012;227.609
22 Huesca;Total;2011;228.361
22 Huesca;Total;2010;228.566
22 Huesca;Total;2009;228.409
22 Huesca;Total;2008;225.271
22 Huesca;Total;2007;220.107
22 Huesca;Total;2006;218.023
22 Huesca;Total;2005;215.864
22 Huesca;Total;2004;212.901
22 Huesca;Total;2003;211.286
22 Huesca;Total;2002;208.963
22 Huesca;Total;2001;205.955
22 Huesca;Total;2000;205.430
22 Huesca;Total;1999;205.429
22 Huesca;Total;1998;204.956
22 Huesca;Total;1997;""
22 Huesca;Total;1996;206.916
22 Huesca;Hombres;2021;113.607
22 Huesca;Hombres;2020;112.479
22 Huesca;Hombres;2019;111.228
22 Huesca;Hombres;2018;110.599
22 Huesca;Hombres;2017;110.854
22 Huesca;Hombres;2016;111.597
22 Huesca;Hombres;2015;112.626
22 Huesca;Hombres;2014;113.840
22 Huesca;Hombres;2013;114.781
22 Huesca;Hombres;2012;115.512
22 Huesca;Hombres;2011;116.224
22 Huesca;Hombres;2010;116.524
22 Huesca;Hombres;2009;116.630
22 Huesca;Hombres;2008;114.939
22 Huesca;Hombres;2007;111.978
22 Huesca;Hombres;2006;110.983
22 Huesca;Hombres;2005;109.869
22 Huesca;Hombres;2004;107.961
22 Huesca;Hombres;2003;106.962
22 Huesca;Hombres;2002;105.566
22 Huesca;Hombres;2001;103.711
22 Huesca;Hombres;2000;103.220
22 Huesca;Hombres;1999;103.135
22 Huesca;Hombres;1998;102.854
22 Huesca;Hombres;1997;""
22 Huesca;Hombres;1996;103.976
22 Huesca;Mujeres;2021;110.657
22 Huesca;Mujeres;2020;110.208
22 Huesca;Mujeres;2019;109.233
22 Huesca;Mujeres;2018;108.746
22 Huesca;Mujeres;2017;108.848
22 Huesca;Mujeres;2016;109.482
22 Huesca;Mujeres;2015;110.283
22 Huesca;Mujeres;2014;111.069
22 Huesca;Mujeres;2013;111.548
22 Huesca;Mujeres;2012;112.097
22 Huesca;Mujeres;2011;112.137
22 Huesca;Mujeres;2010;112.042
22 Huesca;Mujeres;2009;111.779
22 Huesca;Mujeres;2008;110.332
22 Huesca;Mujeres;2007;108.129
22 Huesca;Mujeres;2006;107.040
22 Huesca;Mujeres;2005;105.995
22 Huesca;Mujeres;2004;104.940
22 Huesca;Mujeres;2003;104.324
22 Huesca;Mujeres;2002;103.397
22 Huesca;Mujeres;2001;102.244
22 Huesca;Mujeres;2000;102.210
22 Huesca;Mujeres;1999;102.294
22 Huesca;Mujeres;1998;102.102
22 Huesca;Mujeres;1997;""
22 Huesca;Mujeres;1996;102.940
23 Jaen;Total;2021;627.190
23 Jaen;Total;2020;631.381
23 Jaen;Total;2019;633.564
23 Jaen;Total;2018;638.099
23 Jaen;Total;2017;643.484
23 Jaen;Total;2016;648.250
23 Jaen;Total;2015;654.170
23 Jaen;Total;2014;659.033
23 Jaen;Total;2013;664.916
23 Jaen;Total;2012;670.242
23 Jaen;Total;2011;670.600
23 Jaen;Total;2010;670.761
23 Jaen;Total;2009;669.782
23 Jaen;Total;2008;667.438
23 Jaen;Total;2007;664.742
23 Jaen;Total;2006;662.751
23 Jaen;Total;2005;660.284
23 Jaen;Total;2004;654.458
23 Jaen;Total;2003;651.565
23 Jaen;Total;2002;647.387
23 Jaen;Total;2001;645.781
23 Jaen;Total;2000;645.711
23 Jaen;Total;1999;649.662
23 Jaen;Total;1998;645.792
23 Jaen;Total;1997;""
23 Jaen;Total;1996;648.551
23 Jaen;Hombres;2021;310.323
23 Jaen;Hombres;2020;312.364
23 Jaen;Hombres;2019;313.356
23 Jaen;Hombres;2018;315.549
23 Jaen;Hombres;2017;318.430
23 Jaen;Hombres;2016;320.862
23 Jaen;Hombres;2015;323.861
23 Jaen;Hombres;2014;326.583
23 Jaen;Hombres;2013;330.505
23 Jaen;Hombres;2012;334.226
23 Jaen;Hombres;2011;333.384
23 Jaen;Hombres;2010;332.900
23 Jaen;Hombres;2009;332.517
23 Jaen;Hombres;2008;332.568
23 Jaen;Hombres;2007;330.543
23 Jaen;Hombres;2006;329.496
23 Jaen;Hombres;2005;328.041
23 Jaen;Hombres;2004;324.877
23 Jaen;Hombres;2003;323.089
23 Jaen;Hombres;2002;320.575
23 Jaen;Hombres;2001;319.613
23 Jaen;Hombres;2000;319.203
23 Jaen;Hombres;1999;321.263
23 Jaen;Hombres;1998;319.272
23 Jaen;Hombres;1997;""
23 Jaen;Hombres;1996;319.859
23 Jaen;Mujeres;2021;316.867
23 Jaen;Mujeres;2020;319.017
23 Jaen;Mujeres;2019;320.208
23 Jaen;Mujeres;2018;322.550
23 Jaen;Mujeres;2017;325.054
23 Jaen;Mujeres;2016;327.388
23 Jaen;Mujeres;2015;330.309
23 Jaen;Mujeres;2014;332.450
23 Jaen;Mujeres;2013;334.411
23 Jaen;Mujeres;2012;336.016
23 Jaen;Mujeres;2011;337.216
23 Jaen;Mujeres;2010;337.861
23 Jaen;Mujeres;2009;337.265
23 Jaen;Mujeres;2008;334.870
23 Jaen;Mujeres;2007;334.199
23 Jaen;Mujeres;2006;333.255
23 Jaen;Mujeres;2005;332.243
23 Jaen;Mujeres;2004;329.581
23 Jaen;Mujeres;2003;328.476
23 Jaen;Mujeres;2002;326.812
23 Jaen;Mujeres;2001;326.168
23 Jaen;Mujeres;2000;326.508
23 Jaen;Mujeres;1999;328.399
23 Jaen;Mujeres;1998;326.520
23 Jaen;Mujeres;1997;""
23 Jaen;Mujeres;1996;328.692
24 Leon;Total;2021;451.706
24 Leon;Total;2020;456.439
