Provincias;Sexo;Periodo;Total
44 Teruel;Total;2010;145.277
44 Teruel;Total;2009;146.751
44 Teruel;Total;2008;146.324
44 Teruel;Total;2007;144.046
44 Teruel;Total;2006;142.160
44 Teruel;Total;2005;141.091
44 Teruel;Total;2004;139.333
44 Teruel;Total;2003;138.686
44 Teruel;Total;2002;137.342
44 Teruel;Total;2001;136.233
44 Teruel;Total;2000;136.473
44 Teruel;Total;1999;136.849
44 Teruel;Total;1998;136.840
44 Teruel;Total;1997;""
44 Teruel;Total;1996;138.211
44 Teruel;Hombres;2021;68.287
44 Teruel;Hombres;2020;67.975
44 Teruel;Hombres;2019;67.927
44 Teruel;Hombres;2018;68.060
44 Teruel;Hombres;2017;68.684
44 Teruel;Hombres;2016;69.504
44 Teruel;Hombres;2015;70.605
44 Teruel;Hombres;2014;71.449
44 Teruel;Hombres;2013;72.529
44 Teruel;Hombres;2012;73.478
44 Teruel;Hombres;2011;74.008
44 Teruel;Hombres;2010;74.563
44 Teruel;Hombres;2009;75.733
44 Teruel;Hombres;2008;75.777
44 Teruel;Hombres;2007;74.262
44 Teruel;Hombres;2006;73.069
44 Teruel;Hombres;2005;72.273
44 Teruel;Hombres;2004;71.073
44 Teruel;Hombres;2003;70.641
44 Teruel;Hombres;2002;69.682
44 Teruel;Hombres;2001;68.877
44 Teruel;Hombres;2000;68.900
44 Teruel;Hombres;1999;69.032
44 Teruel;Hombres;1998;68.995
44 Teruel;Hombres;1997;""
44 Teruel;Hombres;1996;69.530
44 Teruel;Mujeres;2021;66.258
44 Teruel;Mujeres;2020;66.201
44 Teruel;Mujeres;2019;66.210
44 Teruel;Mujeres;2018;66.512
44 Teruel;Mujeres;2017;66.878
44 Teruel;Mujeres;2016;67.473
44 Teruel;Mujeres;2015;68.327
44 Teruel;Mujeres;2014;68.916
44 Teruel;Mujeres;2013;69.654
44 Teruel;Mujeres;2012;70.250
44 Teruel;Mujeres;2011;70.599
44 Teruel;Mujeres;2010;70.714
44 Teruel;Mujeres;2009;71.018
44 Teruel;Mujeres;2008;70.547
44 Teruel;Mujeres;2007;69.784
44 Teruel;Mujeres;2006;69.091
44 Teruel;Mujeres;2005;68.818
44 Teruel;Mujeres;2004;68.260
44 Teruel;Mujeres;2003;68.045
44 Teruel;Mujeres;2002;67.660
44 Teruel;Mujeres;2001;67.356
44 Teruel;Mujeres;2000;67.573
44 Teruel;Mujeres;1999;67.817
44 Teruel;Mujeres;1998;67.845
44 Teruel;Mujeres;1997;""
44 Teruel;Mujeres;1996;68.681
45 Toledo;Total;2021;709.403
45 Toledo;Total;2020;703.772
45 Toledo;Total;2019;694.844
45 Toledo;Total;2018;687.391
45 Toledo;Total;2017;686.841
45 Toledo;Total;2016;688.672
45 Toledo;Total;2015;693.371
45 Toledo;Total;2014;699.136
45 Toledo;Total;2013;706.407
45 Toledo;Total;2012;711.228
45 Toledo;Total;2011;707.242
45 Toledo;Total;2010;697.959
45 Toledo;Total;2009;689.635
45 Toledo;Total;2008;670.203
45 Toledo;Total;2007;639.621
45 Toledo;Total;2006;615.618
45 Toledo;Total;2005;598.256
45 Toledo;Total;2004;578.060
45 Toledo;Total;2003;563.099
45 Toledo;Total;2002;546.538
45 Toledo;Total;2001;536.131
45 Toledo;Total;2000;527.965
45 Toledo;Total;1999;523.459
45 Toledo;Total;1998;519.664
45 Toledo;Total;1997;""
45 Toledo;Total;1996;515.880
45 Toledo;Hombres;2021;356.418
45 Toledo;Hombres;2020;353.548
45 Toledo;Hombres;2019;349.090
45 Toledo;Hombres;2018;345.532
45 Toledo;Hombres;2017;345.528
45 Toledo;Hombres;2016;346.672
45 Toledo;Hombres;2015;349.553
45 Toledo;Hombres;2014;352.949
45 Toledo;Hombres;2013;357.149
45 Toledo;Hombres;2012;360.472
45 Toledo;Hombres;2011;358.536
45 Toledo;Hombres;2010;354.101
45 Toledo;Hombres;2009;350.578
45 Toledo;Hombres;2008;341.277
45 Toledo;Hombres;2007;323.992
45 Toledo;Hombres;2006;310.832
45 Toledo;Hombres;2005;301.563
45 Toledo;Hombres;2004;290.395
45 Toledo;Hombres;2003;282.453
45 Toledo;Hombres;2002;273.893
45 Toledo;Hombres;2001;268.082
45 Toledo;Hombres;2000;263.194
45 Toledo;Hombres;1999;260.884
45 Toledo;Hombres;1998;258.829
45 Toledo;Hombres;1997;""
45 Toledo;Hombres;1996;256.792
45 Toledo;Mujeres;2021;352.985
45 Toledo;Mujeres;2020;350.224
45 Toledo;Mujeres;2019;345.754
45 Toledo;Mujeres;2018;341.859
45 Toledo;Mujeres;2017;341.313
45 Toledo;Mujeres;2016;342.000
45 Toledo;Mujeres;2015;343.818
45 Toledo;Mujeres;2014;346.187
45 Toledo;Mujeres;2013;349.258
45 Toledo;Mujeres;2012;350.756
45 Toledo;Mujeres;2011;348.706
45 Toledo;Mujeres;2010;343.858
45 Toledo;Mujeres;2009;339.057
45 Toledo;Mujeres;2008;328.926
45 Toledo;Mujeres;2007;315.629
45 Toledo;Mujeres;2006;304.786
45 Toledo;Mujeres;2005;296.693
45 Toledo;Mujeres;2004;287.665
45 Toledo;Mujeres;2003;280.646
45 Toledo;Mujeres;2002;272.645
45 Toledo;Mujeres;2001;268.049
45 Toledo;Mujeres;2000;264.771
45 Toledo;Mujeres;1999;262.575
45 Toledo;Mujeres;1998;260.835
45 Toledo;Mujeres;1997;""
45 Toledo;Mujeres;1996;259.088
46 Valencia/Valencia;Total;2021;2.589.312
46 Valencia/Valencia;Total;2020;2.591.875
46 Valencia/Valencia;Total;2019;2.565.124
46 Valencia/Valencia;Total;2018;2.547.986
46 Valencia/Valencia;Total;2017;2.540.707
46 Valencia/Valencia;Total;2016;2.544.264
46 Valencia/Valencia;Total;2015;2.543.315
46 Valencia/Valencia;Total;2014;2.548.898
46 Valencia/Valencia;Total;2013;2.566.474
46 Valencia/Valencia;Total;2012;2.580.792
46 Valencia/Valencia;Total;2011;2.578.719
46 Valencia/Valencia;Total;2010;2.581.147
46 Valencia/Valencia;Total;2009;2.575.362
46 Valencia/Valencia;Total;2008;2.543.209
46 Valencia/Valencia;Total;2007;2.486.483
46 Valencia/Valencia;Total;2006;2.463.592
46 Valencia/Valencia;Total;2005;2.416.628
46 Valencia/Valencia;Total;2004;2.358.919
46 Valencia/Valencia;Total;2003;2.320.297
46 Valencia/Valencia;Total;2002;2.267.503
46 Valencia/Valencia;Total;2001;2.227.170
46 Valencia/Valencia;Total;2000;2.201.200
46 Valencia/Valencia;Total;1999;2.187.633
46 Valencia/Valencia;Total;1998;2.172.796
46 Valencia/Valencia;Total;1997;""
46 Valencia/Valencia;Total;1996;2.172.840
46 Valencia/Valencia;Hombres;2021;1.267.961
46 Valencia/Valencia;Hombres;2020;1.269.466
46 Valencia/Valencia;Hombres;2019;1.256.350
46 Valencia/Valencia;Hombres;2018;1.248.927
46 Valencia/Valencia;Hombres;2017;1.246.025
46 Valencia/Valencia;Hombres;2016;1.249.773
46 Valencia/Valencia;Hombres;2015;1.250.165
46 Valencia/Valencia;Hombres;2014;1.253.758
46 Valencia/Valencia;Hombres;2013;1.264.620
46 Valencia/Valencia;Hombres;2012;1.274.240
46 Valencia/Valencia;Hombres;2011;1.274.365
46 Valencia/Valencia;Hombres;2010;1.277.726
46 Valencia/Valencia;Hombres;2009;1.276.238
46 Valencia/Valencia;Hombres;2008;1.261.081
46 Valencia/Valencia;Hombres;2007;1.230.628
46 Valencia/Valencia;Hombres;2006;1.220.105
46 Valencia/Valencia;Hombres;2005;1.193.569
46 Valencia/Valencia;Hombres;2004;1.162.145
46 Valencia/Valencia;Hombres;2003;1.141.901
46 Valencia/Valencia;Hombres;2002;1.113.300
46 Valencia/Valencia;Hombres;2001;1.090.165
46 Valencia/Valencia;Hombres;2000;1.074.701
46 Valencia/Valencia;Hombres;1999;1.067.747
46 Valencia/Valencia;Hombres;1998;1.060.156
46 Valencia/Valencia;Hombres;1997;""
46 Valencia/Valencia;Hombres;1996;1.059.657
46 Valencia/Valencia;Mujeres;2021;1.321.351
46 Valencia/Valencia;Mujeres;2020;1.322.409
46 Valencia/Valencia;Mujeres;2019;1.308.774
46 Valencia/Valencia;Mujeres;2018;1.299.059
46 Valencia/Valencia;Mujeres;2017;1.294.682
46 Valencia/Valencia;Mujeres;2016;1.294.491
46 Valencia/Valencia;Mujeres;2015;1.293.150
46 Valencia/Valencia;Mujeres;2014;1.295.140
46 Valencia/Valencia;Mujeres;2013;1.301.854
46 Valencia/Valencia;Mujeres;2012;1.306.552
46 Valencia/Valencia;Mujeres;2011;1.304.354
46 Valencia/Valencia;Mujeres;2010;1.303.421
46 Valencia/Valencia;Mujeres;2009;1.299.124
46 Valencia/Valencia;Mujeres;2008;1.282.128
46 Valencia/Valencia;Mujeres;2007;1.255.855
46 Valencia/Valencia;Mujeres;2006;1.243.487
46 Valencia/Valencia;Mujeres;2005;1.223.059
46 Valencia/Valencia;Mujeres;2004;1.196.774
46 Valencia/Valencia;Mujeres;2003;1.178.396
46 Valencia/Valencia;Mujeres;2002;1.154.203
46 Valencia/Valencia;Mujeres;2001;1.137.005
46 Valencia/Valencia;Mujeres;2000;1.126.499
46 Valencia/Valencia;Mujeres;1999;1.119.886
46 Valencia/Valencia;Mujeres;1998;1.112.640
46 Valencia/Valencia;Mujeres;1997;""
46 Valencia/Valencia;Mujeres;1996;1.113.183
47 Valladolid;Total;2021;519.361
47 Valladolid;Total;2020;520.649
47 Valladolid;Total;2019;519.546
47 Valladolid;Total;2018;519.851
47 Valladolid;Total;2017;521.130
47 Valladolid;Total;2016;523.679
47 Valladolid;Total;2015;526.288
47 Valladolid;Total;2014;529.157
47 Valladolid;Total;2013;532.284
47 Valladolid;Total;2012;534.280
47 Valladolid;Total;2011;534.874
47 Valladolid;Total;2010;533.640
47 Valladolid;Total;2009;532.575
47 Valladolid;Total;2008;529.019
47 Valladolid;Total;2007;521.661
47 Valladolid;Total;2006;519.249
47 Valladolid;Total;2005;514.674
47 Valladolid;Total;2004;510.863
47 Valladolid;Total;2003;506.302
47 Valladolid;Total;2002;501.157
47 Valladolid;Total;2001;497.961
47 Valladolid;Total;2000;495.690
47 Valladolid;Total;1999;494.594
47 Valladolid;Total;1998;492.029
47 Valladolid;Total;1997;""
47 Valladolid;Total;1996;490.205
47 Valladolid;Hombres;2021;252.843
47 Valladolid;Hombres;2020;253.540
47 Valladolid;Hombres;2019;253.216
47 Valladolid;Hombres;2018;253.356
47 Valladolid;Hombres;2017;254.146
47 Valladolid;Hombres;2016;255.591
47 Valladolid;Hombres;2015;256.999
47 Valladolid;Hombres;2014;258.865
47 Valladolid;Hombres;2013;260.619
47 Valladolid;Hombres;2012;261.941
47 Valladolid;Hombres;2011;262.609
47 Valladolid;Hombres;2010;262.141
47 Valladolid;Hombres;2009;261.785
47 Valladolid;Hombres;2008;260.075
47 Valladolid;Hombres;2007;255.983
47 Valladolid;Hombres;2006;254.897
47 Valladolid;Hombres;2005;252.689
47 Valladolid;Hombres;2004;250.782
47 Valladolid;Hombres;2003;248.614
47 Valladolid;Hombres;2002;245.858
47 Valladolid;Hombres;2001;244.031
47 Valladolid;Hombres;2000;242.888
47 Valladolid;Hombres;1999;242.546
47 Valladolid;Hombres;1998;241.382
47 Valladolid;Hombres;1997;""
47 Valladolid;Hombres;1996;240.565
47 Valladolid;Mujeres;2021;266.518
47 Valladolid;Mujeres;2020;267.109
47 Valladolid;Mujeres;2019;266.330
47 Valladolid;Mujeres;2018;266.495
47 Valladolid;Mujeres;2017;266.984
47 Valladolid;Mujeres;2016;268.088
47 Valladolid;Mujeres;2015;269.289
47 Valladolid;Mujeres;2014;270.292
47 Valladolid;Mujeres;2013;271.665
47 Valladolid;Mujeres;2012;272.339
47 Valladolid;Mujeres;2011;272.265
47 Valladolid;Mujeres;2010;271.499
47 Valladolid;Mujeres;2009;270.790
47 Valladolid;Mujeres;2008;268.944
47 Valladolid;Mujeres;2007;265.678
47 Valladolid;Mujeres;2006;264.352
47 Valladolid;Mujeres;2005;261.985
47 Valladolid;Mujeres;2004;260.081
47 Valladolid;Mujeres;2003;257.688
47 Valladolid;Mujeres;2002;255.299
47 Valladolid;Mujeres;2001;253.930
47 Valladolid;Mujeres;2000;252.802
47 Valladolid;Mujeres;1999;252.048
47 Valladolid;Mujeres;1998;250.647
47 Valladolid;Mujeres;1997;""
47 Valladolid;Mujeres;1996;249.640
49 Zamora;Total;2021;168.725
49 Zamora;Total;2020;170.588
49 Zamora;Total;2019;172.539
49 Zamora;Total;2018;174.549
49 Zamora;Total;2017;177.404
49 Zamora;Total;2016;180.406
49 Zamora;Total;2015;183.436
49 Zamora;Total;2014;185.432
49 Zamora;Total;2013;188.270
49 Zamora;Total;2012;191.612
49 Zamora;Total;2011;193.383
49 Zamora;Total;2010;194.214
49 Zamora;Total;2009;195.665
49 Zamora;Total;2008;197.221
49 Zamora;Total;2007;197.237
49 Zamora;Total;2006;197.492
49 Zamora;Total;2005;198.045
49 Zamora;Total;2004;198.524
49 Zamora;Total;2003;199.688
49 Zamora;Total;2002;200.678
49 Zamora;Total;2001;202.356
49 Zamora;Total;2000;203.469
49 Zamora;Total;1999;204.650
49 Zamora;Total;1998;205.201
49 Zamora;Total;1997;""
49 Zamora;Total;1996;207.475
49 Zamora;Hombres;2021;83.551
49 Zamora;Hombres;2020;84.369
49 Zamora;Hombres;2019;85.341
49 Zamora;Hombres;2018;86.319
49 Zamora;Hombres;2017;87.808
49 Zamora;Hombres;2016;89.321
49 Zamora;Hombres;2015;90.888
49 Zamora;Hombres;2014;91.871
49 Zamora;Hombres;2013;93.336
49 Zamora;Hombres;2012;95.100
49 Zamora;Hombres;2011;95.993
49 Zamora;Hombres;2010;96.427
49 Zamora;Hombres;2009;97.144
49 Zamora;Hombres;2008;98.103
49 Zamora;Hombres;2007;97.807
49 Zamora;Hombres;2006;97.766
49 Zamora;Hombres;2005;97.941
49 Zamora;Hombres;2004;98.105
49 Zamora;Hombres;2003;98.684
49 Zamora;Hombres;2002;99.071
49 Zamora;Hombres;2001;99.829
49 Zamora;Hombres;2000;100.258
49 Zamora;Hombres;1999;100.876
49 Zamora;Hombres;1998;101.213
49 Zamora;Hombres;1997;""
49 Zamora;Hombres;1996;102.214
49 Zamora;Mujeres;2021;85.174
49 Zamora;Mujeres;2020;86.219
49 Zamora;Mujeres;2019;87.198
49 Zamora;Mujeres;2018;88.230
49 Zamora;Mujeres;2017;89.596
49 Zamora;Mujeres;2016;91.085
49 Zamora;Mujeres;2015;92.548
49 Zamora;Mujeres;2014;93.561
49 Zamora;Mujeres;2013;94.934
49 Zamora;Mujeres;2012;96.512
49 Zamora;Mujeres;2011;97.390
49 Zamora;Mujeres;2010;97.787
49 Zamora;Mujeres;2009;98.521
49 Zamora;Mujeres;2008;99.118
49 Zamora;Mujeres;2007;99.430
49 Zamora;Mujeres;2006;99.726
49 Zamora;Mujeres;2005;100.104
49 Zamora;Mujeres;2004;100.419
49 Zamora;Mujeres;2003;101.004
49 Zamora;Mujeres;2002;101.607
49 Zamora;Mujeres;2001;102.527
49 Zamora;Mujeres;2000;103.211
49 Zamora;Mujeres;1999;103.774
49 Zamora;Mujeres;1998;103.988
49 Zamora;Mujeres;1997;""
49 Zamora;Mujeres;1996;105.261
50 Zaragoza;Total;2021;967.452
50 Zaragoza;Total;2020;972.528
50 Zaragoza;Total;2019;964.693
50 Zaragoza;Total;2018;954.811
50 Zaragoza;Total;2017;953.486
50 Zaragoza;Total;2016;950.507
50 Zaragoza;Total;2015;956.006
50 Zaragoza;Total;2014;960.111
50 Zaragoza;Total;2013;978.638
50 Zaragoza;Total;2012;978.130
50 Zaragoza;Total;2011;973.325
50 Zaragoza;Total;2010;973.252
50 Zaragoza;Total;2009;970.313
50 Zaragoza;Total;2008;955.323
50 Zaragoza;Total;2007;932.502
50 Zaragoza;Total;2006;917.288
50 Zaragoza;Total;2005;912.072
50 Zaragoza;Total;2004;897.350
50 Zaragoza;Total;2003;880.118
50 Zaragoza;Total;2002;871.209
50 Zaragoza;Total;2001;857.565
50 Zaragoza;Total;2000;848.006
50 Zaragoza;Total;1999;844.571
50 Zaragoza;Total;1998;841.438
50 Zaragoza;Total;1997;""
50 Zaragoza;Total;1996;842.419
50 Zaragoza;Hombres;2021;473.354
50 Zaragoza;Hombres;2020;475.602
50 Zaragoza;Hombres;2019;471.539
50 Zaragoza;Hombres;2018;466.839
50 Zaragoza;Hombres;2017;466.357
50 Zaragoza;Hombres;2016;466.105
50 Zaragoza;Hombres;2015;469.456
50 Zaragoza;Hombres;2014;471.675
50 Zaragoza;Hombres;2013;482.677
50 Zaragoza;Hombres;2012;482.908
50 Zaragoza;Hombres;2011;481.054
50 Zaragoza;Hombres;2010;482.090
50 Zaragoza;Hombres;2009;481.456
50 Zaragoza;Hombres;2008;473.687
50 Zaragoza;Hombres;2007;460.756
50 Zaragoza;Hombres;2006;452.607
50 Zaragoza;Hombres;2005;450.006
50 Zaragoza;Hombres;2004;441.840
50 Zaragoza;Hombres;2003;432.607
50 Zaragoza;Hombres;2002;427.901
50 Zaragoza;Hombres;2001;420.094
50 Zaragoza;Hombres;2000;414.002
50 Zaragoza;Hombres;1999;412.194
50 Zaragoza;Hombres;1998;410.517
50 Zaragoza;Hombres;1997;""
50 Zaragoza;Hombres;1996;411.029
50 Zaragoza;Mujeres;2021;494.098
50 Zaragoza;Mujeres;2020;496.926
50 Zaragoza;Mujeres;2019;493.154
50 Zaragoza;Mujeres;2018;487.972
50 Zaragoza;Mujeres;2017;487.129
50 Zaragoza;Mujeres;2016;484.402
50 Zaragoza;Mujeres;2015;486.550
50 Zaragoza;Mujeres;2014;488.436
50 Zaragoza;Mujeres;2013;495.961
50 Zaragoza;Mujeres;2012;495.222
50 Zaragoza;Mujeres;2011;492.271
50 Zaragoza;Mujeres;2010;491.162
50 Zaragoza;Mujeres;2009;488.857
50 Zaragoza;Mujeres;2008;481.636
50 Zaragoza;Mujeres;2007;471.746
50 Zaragoza;Mujeres;2006;464.681
50 Zaragoza;Mujeres;2005;462.066
50 Zaragoza;Mujeres;2004;455.510
50 Zaragoza;Mujeres;2003;447.511
50 Zaragoza;Mujeres;2002;443.308
50 Zaragoza;Mujeres;2001;437.471
50 Zaragoza;Mujeres;2000;434.004
50 Zaragoza;Mujeres;1999;432.377
50 Zaragoza;Mujeres;1998;430.921
50 Zaragoza;Mujeres;1997;""
50 Zaragoza;Mujeres;1996;431.390
51 Ceuta;Total;2021;83.517
51 Ceuta;Total;2020;84.202
51 Ceuta;Total;2019;84.777
51 Ceuta;Total;2018;85.144
51 Ceuta;Total;2017;84.959
51 Ceuta;Total;2016;84.519
51 Ceuta;Total;2015;84.263
51 Ceuta;Total;2014;84.963
51 Ceuta;Total;2013;84.180
51 Ceuta;Total;2012;84.018
51 Ceuta;Total;2011;82.376
51 Ceuta;Total;2010;80.579
51 Ceuta;Total;2009;78.674
51 Ceuta;Total;2008;77.389
51 Ceuta;Total;2007;76.603
51 Ceuta;Total;2006;75.861
51 Ceuta;Total;2005;75.276
51 Ceuta;Total;2004;74.654
51 Ceuta;Total;2003;74.931
51 Ceuta;Total;2002;76.152
51 Ceuta;Total;2001;75.694
51 Ceuta;Total;2000;75.241
51 Ceuta;Total;1999;73.704
51 Ceuta;Total;1998;72.117
51 Ceuta;Total;1997;""
51 Ceuta;Total;1996;68.796
51 Ceuta;Hombres;2021;42.208
51 Ceuta;Hombres;2020;42.542
51 Ceuta;Hombres;2019;42.912
51 Ceuta;Hombres;2018;43.177
51 Ceuta;Hombres;2017;43.034
51 Ceuta;Hombres;2016;42.846
51 Ceuta;Hombres;2015;42.757
51 Ceuta;Hombres;2014;43.354
51 Ceuta;Hombres;2013;43.060
51 Ceuta;Hombres;2012;42.948
51 Ceuta;Hombres;2011;42.165
51 Ceuta;Hombres;2010;41.269
51 Ceuta;Hombres;2009;40.118
51 Ceuta;Hombres;2008;39.385
51 Ceuta;Hombres;2007;38.913
51 Ceuta;Hombres;2006;38.581
51 Ceuta;Hombres;2005;38.315
51 Ceuta;Hombres;2004;38.113
51 Ceuta;Hombres;2003;38.395
51 Ceuta;Hombres;2002;39.195
51 Ceuta;Hombres;2001;38.884
51 Ceuta;Hombres;2000;38.497
51 Ceuta;Hombres;1999;37.115
51 Ceuta;Hombres;1998;36.102
51 Ceuta;Hombres;1997;""
51 Ceuta;Hombres;1996;34.229
51 Ceuta;Mujeres;2021;41.309
51 Ceuta;Mujeres;2020;41.660
51 Ceuta;Mujeres;2019;41.865
51 Ceuta;Mujeres;2018;41.967
51 Ceuta;Mujeres;2017;41.925
51 Ceuta;Mujeres;2016;41.673
51 Ceuta;Mujeres;2015;41.506
51 Ceuta;Mujeres;2014;41.609
51 Ceuta;Mujeres;2013;41.120
51 Ceuta;Mujeres;2012;41.070
51 Ceuta;Mujeres;2011;40.211
51 Ceuta;Mujeres;2010;39.310
51 Ceuta;Mujeres;2009;38.556
51 Ceuta;Mujeres;2008;38.004
51 Ceuta;Mujeres;2007;37.690
51 Ceuta;Mujeres;2006;37.280
51 Ceuta;Mujeres;2005;36.961
51 Ceuta;Mujeres;2004;36.541
51 Ceuta;Mujeres;2003;36.536
51 Ceuta;Mujeres;2002;36.957
51 Ceuta;Mujeres;2001;36.810
51 Ceuta;Mujeres;2000;36.744
51 Ceuta;Mujeres;1999;36.589
51 Ceuta;Mujeres;1998;36.015
51 Ceuta;Mujeres;1997;""
51 Ceuta;Mujeres;1996;34.567
52 Melilla;Total;2021;86.261
52 Melilla;Total;2020;87.076
52 Melilla;Total;2019;86.487
52 Melilla;Total;2018;86.384
52 Melilla;Total;2017;86.120
52 Melilla;Total;2016;86.026
52 Melilla;Total;2015;85.584
52 Melilla;Total;2014;84.509
52 Melilla;Total;2013;83.679
52 Melilla;Total;2012;80.802
52 Melilla;Total;2011;78.476
52 Melilla;Total;2010;76.034
52 Melilla;Total;2009;73.460
52 Melilla;Total;2008;71.448
52 Melilla;Total;2007;69.440
52 Melilla;Total;2006;66.871
52 Melilla;Total;2005;65.488
52 Melilla;Total;2004;68.016
52 Melilla;Total;2003;68.463
52 Melilla;Total;2002;69.184
52 Melilla;Total;2001;68.789
52 Melilla;Total;2000;66.263
52 Melilla;Total;1999;56.929
52 Melilla;Total;1998;60.108
52 Melilla;Total;1997;""
52 Melilla;Total;1996;59.576
52 Melilla;Hombres;2021;43.603
52 Melilla;Hombres;2020;44.162
52 Melilla;Hombres;2019;43.894
52 Melilla;Hombres;2018;43.765
52 Melilla;Hombres;2017;43.629
52 Melilla;Hombres;2016;43.768
52 Melilla;Hombres;2015;43.593
52 Melilla;Hombres;2014;43.075
52 Melilla;Hombres;2013;43.017
52 Melilla;Hombres;2012;41.569
52 Melilla;Hombres;2011;40.256
52 Melilla;Hombres;2010;38.819
52 Melilla;Hombres;2009;37.244
52 Melilla;Hombres;2008;36.336
52 Melilla;Hombres;2007;35.208
52 Melilla;Hombres;2006;33.962
52 Melilla;Hombres;2005;33.322
52 Melilla;Hombres;2004;34.455
52 Melilla;Hombres;2003;34.737
52 Melilla;Hombres;2002;35.178
52 Melilla;Hombres;2001;35.027
52 Melilla;Hombres;2000;33.976
52 Melilla;Hombres;1999;28.952
52 Melilla;Hombres;1998;30.569
52 Melilla;Hombres;1997;""
52 Melilla;Hombres;1996;29.647
52 Melilla;Mujeres;2021;42.658
52 Melilla;Mujeres;2020;42.914
52 Melilla;Mujeres;2019;42.593
52 Melilla;Mujeres;2018;42.619
52 Melilla;Mujeres;2017;42.491
52 Melilla;Mujeres;2016;42.258
52 Melilla;Mujeres;2015;41.991
52 Melilla;Mujeres;2014;41.434
52 Melilla;Mujeres;2013;40.662
52 Melilla;Mujeres;2012;39.233
52 Melilla;Mujeres;2011;38.220
52 Melilla;Mujeres;2010;37.215
52 Melilla;Mujeres;2009;36.216
52 Melilla;Mujeres;2008;35.112
52 Melilla;Mujeres;2007;34.232
52 Melilla;Mujeres;2006;32.909
52 Melilla;Mujeres;2005;32.166
52 Melilla;Mujeres;2004;33.561
52 Melilla;Mujeres;2003;33.726
52 Melilla;Mujeres;2002;34.006
52 Melilla;Mujeres;2001;33.762
52 Melilla;Mujeres;2000;32.287
52 Melilla;Mujeres;1999;27.977
52 Melilla;Mujeres;1998;29.539
52 Melilla;Mujeres;1997;""
52 Melilla;Mujeres;1996;29.929
