fecha;cod_municipio;municipio;cod_distrito;distrito;cod_barrio;barrio;num_personas;num_personas_hombres;num_personas_mujeres
1 de enero de 2021;28079;Madrid;01; Centro;01;Centro;141.236;71.881;69.355
1 de enero de 2021;28079;Madrid;02; Arganzuela;02;Arganzuela;154.243;72.000;82.243
1 de enero de 2021;28079;Madrid;03; Retiro;03;Retiro;118.557;53.800;64.757
1 de enero de 2021;28079;Madrid;04; Salamanca;04;Salamanca;146.016;64.540;81.476
1 de enero de 2021;28079;Madrid;05; Chamartín;05;Chamartín;145.700;65.599;80.101
1 de enero de 2021;28079;Madrid;06; Tetuán;06;Tetuán;159.849;72.752;87.097
1 de enero de 2021;28079;Madrid;07; Chamberí;07;Chamberí;138.667;61.313;77.354
1 de enero de 2021;28079;Madrid;08; Fuencarral-El Pardo;08;Fuencarral-ElPardo;247.692;116.520;131.172
1 de enero de 2021;28079;Madrid;09; Moncloa-Aravaca;09;Moncloa-Aravaca;120.834;55.588;65.246
1 de enero de 2021;28079;Madrid;10; Latina;10;Latina;240.155;111.209;128.946
1 de enero de 2021;28079;Madrid;11; Carabanchel;11;Carabanchel;258.633;120.600;138.033
1 de enero de 2021;28079;Madrid;12; Usera;12;Usera;142.454;67.230;75.224
1 de enero de 2021;28079;Madrid;13; Puente de Vallecas;13;PuentedeVallecas;239.057;113.355;125.702
1 de enero de 2021;28079;Madrid;14; Moratalaz;14;Moratalaz;93.810;42.662;51.148
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;15;CiudadLineal;216.818;98.514;118.304
1 de enero de 2021;28079;Madrid;16; Hortaleza;16;Hortaleza;193.228;91.585;101.643
1 de enero de 2021;28079;Madrid;17; Villaverde;17;Villaverde;154.808;73.947;80.861
1 de enero de 2021;28079;Madrid;18; Villa de Vallecas;18;VilladeVallecas;114.733;55.606;59.127
1 de enero de 2021;28079;Madrid;19; Vicálvaro;19;Vicálvaro;75.485;36.497;38.988
1 de enero de 2021;28079;Madrid;20; San Blas-Canillejas;20;SanBlas-Canillejas;160.258;75.788;84.470
1 de enero de 2021;28079;Madrid;21; Barajas;21;Barajas;50.077;24.171;25.906
1 de enero de 2021;28079;Madrid;01; Centro;011;Palacio;23.584;11.632;11.952
1 de enero de 2021;28079;Madrid;01; Centro;012;Embajadores;47.238;24.767;22.471
1 de enero de 2021;28079;Madrid;01; Centro;013;Cortes;10.787;5.379;5.408
1 de enero de 2021;28079;Madrid;01; Centro;014;Justicia;18.208;9.291;8.917
1 de enero de 2021;28079;Madrid;01; Centro;015;Universidad;33.426;16.692;16.734
1 de enero de 2021;28079;Madrid;01; Centro;016;Sol;7.993;4.120;3.873
1 de enero de 2021;28079;Madrid;02; Arganzuela;021;Imperial;22.596;10.446;12.150
1 de enero de 2021;28079;Madrid;02; Arganzuela;022;Acacias;36.395;16.741;19.654
1 de enero de 2021;28079;Madrid;02; Arganzuela;023;Chopera;20.077;9.118;10.959
1 de enero de 2021;28079;Madrid;02; Arganzuela;024;Legazpi;19.572;9.574;9.998
1 de enero de 2021;28079;Madrid;02; Arganzuela;025;Delicias;28.374;13.352;15.022
1 de enero de 2021;28079;Madrid;02; Arganzuela;026;PalosdeMoguer;25.785;12.059;13.726
1 de enero de 2021;28079;Madrid;02; Arganzuela;027;Atocha;1.444;710;734
1 de enero de 2021;28079;Madrid;03; Retiro;031;Pacífico;33.067;14.808;18.259
1 de enero de 2021;28079;Madrid;03; Retiro;032;Adelfas;18.653;8.610;10.043
1 de enero de 2021;28079;Madrid;03; Retiro;033;Estrella;23.051;10.636;12.415
1 de enero de 2021;28079;Madrid;03; Retiro;034;Ibiza;21.558;9.549;12.009
1 de enero de 2021;28079;Madrid;03; Retiro;035;LosJerónimos;6.928;3.232;3.696
1 de enero de 2021;28079;Madrid;03; Retiro;036;NiñoJesús;15.300;6.965;8.335
1 de enero de 2021;28079;Madrid;04; Salamanca;041;Recoletos;15.629;7.048;8.581
1 de enero de 2021;28079;Madrid;04; Salamanca;042;Goya;29.479;12.820;16.659
1 de enero de 2021;28079;Madrid;04; Salamanca;043;FuentedelBerro;20.963;9.155;11.808
1 de enero de 2021;28079;Madrid;04; Salamanca;044;Guindalera;41.939;18.991;22.948
1 de enero de 2021;28079;Madrid;04; Salamanca;045;Lista;20.864;9.029;11.835
1 de enero de 2021;28079;Madrid;04; Salamanca;046;Castellana;17.142;7.497;9.645
1 de enero de 2021;28079;Madrid;05; Chamartín;051;ElViso;17.349;7.811;9.538
1 de enero de 2021;28079;Madrid;05; Chamartín;052;Prosperidad;36.303;16.219;20.084
1 de enero de 2021;28079;Madrid;05; Chamartín;053;CiudadJardín;18.618;8.306;10.312
1 de enero de 2021;28079;Madrid;05; Chamartín;054;Hispanoamérica;31.642;14.214;17.428
1 de enero de 2021;28079;Madrid;05; Chamartín;055;NuevaEspaña;24.697;11.150;13.547
1 de enero de 2021;28079;Madrid;05; Chamartín;056;Castilla;17.091;7.899;9.192
1 de enero de 2021;28079;Madrid;06; Tetuán;061;BellasVistas;29.465;13.461;16.004
1 de enero de 2021;28079;Madrid;06; Tetuán;062;CuatroCaminos;34.817;15.717;19.100
1 de enero de 2021;28079;Madrid;06; Tetuán;063;Castillejos;20.541;9.217;11.324
1 de enero de 2021;28079;Madrid;06; Tetuán;064;Almenara;22.738;10.470;12.268
1 de enero de 2021;28079;Madrid;06; Tetuán;065;Valdeacederas;26.625;12.414;14.211
1 de enero de 2021;28079;Madrid;06; Tetuán;066;Berruguete;25.663;11.473;14.190
1 de enero de 2021;28079;Madrid;07; Chamberí;071;Gaztambide;22.948;10.106;12.842
1 de enero de 2021;28079;Madrid;07; Chamberí;072;Arapiles;24.260;10.884;13.376
1 de enero de 2021;28079;Madrid;07; Chamberí;073;Trafalgar;24.628;11.029;13.599
1 de enero de 2021;28079;Madrid;07; Chamberí;074;Almagro;19.546;8.667;10.879
1 de enero de 2021;28079;Madrid;07; Chamberí;075;RíosRosas;27.216;11.977;15.239
1 de enero de 2021;28079;Madrid;07; Chamberí;076;Vallehermoso;20.069;8.650;11.419
1 de enero de 2021;28079;Madrid;08; Fuencarral-El Pardo;081;ElPardo;3.443;1.723;1.720
1 de enero de 2021;28079;Madrid;08; Fuencarral-El Pardo;082;Fuentelarreina;3.356;1.511;1.845
1 de enero de 2021;28079;Madrid;08; Fuencarral-El Pardo;083;Peñagrande;44.383;20.584;23.799
1 de enero de 2021;28079;Madrid;08; Fuencarral-El Pardo;084;Pilar;45.970;20.963;25.007
1 de enero de 2021;28079;Madrid;08; Fuencarral-El Pardo;085;LaPaz;33.005;15.368;17.637
1 de enero de 2021;28079;Madrid;08; Fuencarral-El Pardo;086;Valverde;64.042;30.504;33.538
1 de enero de 2021;28079;Madrid;08; Fuencarral-El Pardo;087;Mirasierra;34.565;16.520;18.045
1 de enero de 2021;28079;Madrid;08; Fuencarral-El Pardo;088;ElGoloso;18.928;9.347;9.581
1 de enero de 2021;28079;Madrid;09; Moncloa-Aravaca;091;CasadeCampo;13.066;6.058;7.008
1 de enero de 2021;28079;Madrid;09; Moncloa-Aravaca;092;Argüelles;24.162;10.974;13.188
1 de enero de 2021;28079;Madrid;09; Moncloa-Aravaca;093;CiudadUniversitaria;16.175;7.417;8.758
1 de enero de 2021;28079;Madrid;09; Moncloa-Aravaca;094;Valdezarza;30.091;13.744;16.347
1 de enero de 2021;28079;Madrid;09; Moncloa-Aravaca;095;Valdemarín;6.856;3.163;3.693
1 de enero de 2021;28079;Madrid;09; Moncloa-Aravaca;096;ElPlantío;2.916;1.336;1.580
1 de enero de 2021;28079;Madrid;09; Moncloa-Aravaca;097;Aravaca;27.568;12.896;14.672
1 de enero de 2021;28079;Madrid;10; Latina;101;LosCármenes;17.577;8.338;9.239
1 de enero de 2021;28079;Madrid;10; Latina;102;PuertadelÁngel;41.982;19.344;22.638
1 de enero de 2021;28079;Madrid;10; Latina;103;Lucero;36.576;17.056;19.520
1 de enero de 2021;28079;Madrid;10; Latina;104;Aluche;66.968;30.626;36.342
1 de enero de 2021;28079;Madrid;10; Latina;105;Campamento;19.579;9.029;10.550
1 de enero de 2021;28079;Madrid;10; Latina;106;CuatroVientos;5.874;2.926;2.948
1 de enero de 2021;28079;Madrid;10; Latina;107;Águilas;51.599;23.890;27.709
1 de enero de 2021;28079;Madrid;11; Carabanchel;111;Comillas;22.695;10.471;12.224
1 de enero de 2021;28079;Madrid;11; Carabanchel;112;Opañel;33.656;15.385;18.271
1 de enero de 2021;28079;Madrid;11; Carabanchel;113;SanIsidro;39.728;18.584;21.144
1 de enero de 2021;28079;Madrid;11; Carabanchel;114;VistaAlegre;47.082;21.440;25.642
1 de enero de 2021;28079;Madrid;11; Carabanchel;115;PuertaBonita;35.947;16.868;19.079
1 de enero de 2021;28079;Madrid;11; Carabanchel;116;Buenavista;48.008;23.176;24.832
1 de enero de 2021;28079;Madrid;11; Carabanchel;117;Abrantes;31.517;14.676;16.841
1 de enero de 2021;28079;Madrid;12; Usera;121;Orcasitas;23.095;10.880;12.215
1 de enero de 2021;28079;Madrid;12; Usera;122;Orcasur;14.141;6.842;7.299
1 de enero de 2021;28079;Madrid;12; Usera;123;SanFermín;23.838;11.382;12.456
1 de enero de 2021;28079;Madrid;12; Usera;124;Almendrales;22.516;10.543;11.973
1 de enero de 2021;28079;Madrid;12; Usera;125;Moscardó;26.623;12.435;14.188
1 de enero de 2021;28079;Madrid;12; Usera;126;Zofío;14.336;6.733;7.603
1 de enero de 2021;28079;Madrid;12; Usera;127;Pradolongo;17.905;8.415;9.490
1 de enero de 2021;28079;Madrid;13; Puente de Vallecas;131;Entrevías;35.239;16.925;18.314
1 de enero de 2021;28079;Madrid;13; Puente de Vallecas;132;SanDiego;43.574;20.793;22.781
1 de enero de 2021;28079;Madrid;13; Puente de Vallecas;133;PalomerasBajas;40.468;18.959;21.509
1 de enero de 2021;28079;Madrid;13; Puente de Vallecas;134;PalomerasSureste;42.924;20.429;22.495
1 de enero de 2021;28079;Madrid;13; Puente de Vallecas;135;Portazgo;28.736;13.508;15.228
1 de enero de 2021;28079;Madrid;13; Puente de Vallecas;136;Numancia;48.116;22.741;25.375
1 de enero de 2021;28079;Madrid;14; Moratalaz;141;Pavones;8.972;4.081;4.891
1 de enero de 2021;28079;Madrid;14; Moratalaz;142;Horcajo;6.371;3.045;3.326
1 de enero de 2021;28079;Madrid;14; Moratalaz;143;Marroquina;26.658;12.289;14.369
1 de enero de 2021;28079;Madrid;14; Moratalaz;144;MediaLegua;17.660;7.992;9.668
1 de enero de 2021;28079;Madrid;14; Moratalaz;145;Fontarrón;17.290;7.841;9.449
1 de enero de 2021;28079;Madrid;14; Moratalaz;146;Vinateros;16.859;7.414;9.445
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;151;Ventas;48.411;21.721;26.690
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;152;PuebloNuevo;62.731;28.931;33.800
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;153;Quintana;24.621;10.931;13.690
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;154;Concepción;20.727;9.205;11.522
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;155;SanPascual;17.823;8.017;9.806
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;156;SanJuanBautista;12.484;5.828;6.656
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;157;Colina;6.367;2.857;3.510
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;158;Atalaya;1.580;687;893
1 de enero de 2021;28079;Madrid;15; Ciudad Lineal;159;Costillares;22.074;10.337;11.737
1 de enero de 2021;28079;Madrid;16; Hortaleza;161;Palomas;6.891;3.360;3.531
1 de enero de 2021;28079;Madrid;16; Hortaleza;162;Piovera;14.835;7.049;7.786
1 de enero de 2021;28079;Madrid;16; Hortaleza;163;Canillas;40.281;18.757;21.524
1 de enero de 2021;28079;Madrid;16; Hortaleza;164;PinardelRey;52.494;24.116;28.378
1 de enero de 2021;28079;Madrid;16; Hortaleza;165;ApóstolSantiago;15.473;7.338;8.135
1 de enero de 2021;28079;Madrid;16; Hortaleza;166;Valdefuentes;63.254;30.965;32.289
1 de enero de 2021;28079;Madrid;17; Villaverde;171;VillaverdeAlto,CascoHistóricodeVillaverde;46.637;22.180;24.457
1 de enero de 2021;28079;Madrid;17; Villaverde;172;SanCristóbal;16.986;8.345;8.641
1 de enero de 2021;28079;Madrid;17; Villaverde;173;Butarque;20.722;10.048;10.674
1 de enero de 2021;28079;Madrid;17; Villaverde;174;LosRosales;37.790;18.145;19.645
1 de enero de 2021;28079;Madrid;17; Villaverde;175;Ángeles;32.673;15.229;17.444
1 de enero de 2021;28079;Madrid;18; Villa de Vallecas;181;CascoHistóricodeVallecas;40.241;19.284;20.957
1 de enero de 2021;28079;Madrid;18; Villa de Vallecas;182;SantaEugenia;24.288;11.635;12.653
1 de enero de 2021;28079;Madrid;18; Villa de Vallecas;183;EnsanchedeVallecas;50.204;24.687;25.517
1 de enero de 2021;28079;Madrid;19; Vicálvaro;191;CascoHistóricodeVicálvaro;35.548;17.141;18.407
1 de enero de 2021;28079;Madrid;19; Vicálvaro;192;Valdebernardo;17.546;8.350;9.196
1 de enero de 2021;28079;Madrid;19; Vicálvaro;193;Valderrivas;17.961;8.752;9.209
1 de enero de 2021;28079;Madrid;19; Vicálvaro;194;ElCañaveral;4.430;2.254;2.176
1 de enero de 2021;28079;Madrid;20; San Blas-Canillejas;201;Simancas;28.451;13.460;14.991
1 de enero de 2021;28079;Madrid;20; San Blas-Canillejas;202;Hellín;9.359;4.300;5.059
1 de enero de 2021;28079;Madrid;20; San Blas-Canillejas;203;Amposta;8.885;4.091;4.794
1 de enero de 2021;28079;Madrid;20; San Blas-Canillejas;204;Arcos;24.642;11.610;13.032
1 de enero de 2021;28079;Madrid;20; San Blas-Canillejas;205;Rosas;31.534;15.121;16.413
1 de enero de 2021;28079;Madrid;20; San Blas-Canillejas;206;Rejas;17.098;8.284;8.814
1 de enero de 2021;28079;Madrid;20; San Blas-Canillejas;207;Canillejas;28.925;13.556;15.369
1 de enero de 2021;28079;Madrid;20; San Blas-Canillejas;208;ElSalvador;11.364;5.366;5.998
1 de enero de 2021;28079;Madrid;21; Barajas;211;AlamedadeOsuna;19.657;9.430;10.227
1 de enero de 2021;28079;Madrid;21; Barajas;212;Aeropuerto;1.918;988;930
1 de enero de 2021;28079;Madrid;21; Barajas;213;CascoHistóricodeBarajas;7.504;3.593;3.911
1 de enero de 2021;28079;Madrid;21; Barajas;214;Timón;13.334;6.379;6.955
1 de enero de 2021;28079;Madrid;21; Barajas;215;Corralejos;7.664;3.781;3.883
1 de enero de 2021;28079;Madrid;Todos;Todos;Todos;Todos;3.312.310;1.545.157;1.767.153
1 de enero de 2020;28079;Madrid;01; Centro;01;Centro;140.473;71.127;69.346
1 de enero de 2020;28079;Madrid;02; Arganzuela;02;Arganzuela;155.660;72.600;83.060
1 de enero de 2020;28079;Madrid;03; Retiro;03;Retiro;120.406;54.517;65.889
1 de enero de 2020;28079;Madrid;04; Salamanca;04;Salamanca;147.854;65.220;82.634
1 de enero de 2020;28079;Madrid;05; Chamartín;05;Chamartín;147.551;66.424;81.127
1 de enero de 2020;28079;Madrid;06; Tetuán;06;Tetuán;161.313;73.358;87.955
1 de enero de 2020;28079;Madrid;07; Chamberí;07;Chamberí;140.866;62.136;78.730
1 de enero de 2020;28079;Madrid;08; Fuencarral-El Pardo;08;Fuencarral-ElPardo;249.973;117.640;132.333
1 de enero de 2020;28079;Madrid;09; Moncloa-Aravaca;09;Moncloa-Aravaca;121.683;55.975;65.708
1 de enero de 2020;28079;Madrid;10; Latina;10;Latina;242.139;112.282;129.857
1 de enero de 2020;28079;Madrid;11; Carabanchel;11;Carabanchel;260.196;121.317;138.879
1 de enero de 2020;28079;Madrid;12; Usera;12;Usera;142.894;67.346;75.548
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;13;PuentedeVallecas;240.867;114.235;126.632
1 de enero de 2020;28079;Madrid;14; Moratalaz;14;Moratalaz;95.614;43.585;52.029
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;15;CiudadLineal;219.867;99.966;119.901
1 de enero de 2020;28079;Madrid;16; Hortaleza;16;Hortaleza;193.264;91.659;101.605
1 de enero de 2020;28079;Madrid;17; Villaverde;17;Villaverde;154.318;73.639;80.679
1 de enero de 2020;28079;Madrid;18; Villa de Vallecas;18;VilladeVallecas;114.512;55.510;59.002
1 de enero de 2020;28079;Madrid;19; Vicálvaro;19;Vicálvaro;74.048;35.795;38.253
1 de enero de 2020;28079;Madrid;20; San Blas-Canillejas;20;SanBlas-Canillejas;161.222;76.252;84.970
1 de enero de 2020;28079;Madrid;21; Barajas;21;Barajas;50.010;24.149;25.861
1 de enero de 2020;28079;Madrid;01; Centro;011;Palacio;23.593;11.628;11.965
1 de enero de 2020;28079;Madrid;01; Centro;012;Embajadores;47.048;24.497;22.551
1 de enero de 2020;28079;Madrid;01; Centro;013;Cortes;10.771;5.365;5.406
1 de enero de 2020;28079;Madrid;01; Centro;014;Justicia;18.021;9.161;8.860
1 de enero de 2020;28079;Madrid;01; Centro;015;Universidad;33.418;16.581;16.837
1 de enero de 2020;28079;Madrid;01; Centro;016;Sol;7.622;3.895;3.727
1 de enero de 2020;28079;Madrid;02; Arganzuela;021;Imperial;22.908;10.593;12.315
1 de enero de 2020;28079;Madrid;02; Arganzuela;022;Acacias;36.922;17.045;19.877
1 de enero de 2020;28079;Madrid;02; Arganzuela;023;Chopera;20.287;9.199;11.088
1 de enero de 2020;28079;Madrid;02; Arganzuela;024;Legazpi;19.810;9.671;10.139
1 de enero de 2020;28079;Madrid;02; Arganzuela;025;Delicias;28.233;13.216;15.017
1 de enero de 2020;28079;Madrid;02; Arganzuela;026;PalosdeMoguer;26.289;12.276;14.013
1 de enero de 2020;28079;Madrid;02; Arganzuela;027;Atocha;1.211;600;611
1 de enero de 2020;28079;Madrid;03; Retiro;031;Pacífico;33.767;15.108;18.659
1 de enero de 2020;28079;Madrid;03; Retiro;032;Adelfas;18.785;8.655;10.130
1 de enero de 2020;28079;Madrid;03; Retiro;033;Estrella;23.354;10.765;12.589
1 de enero de 2020;28079;Madrid;03; Retiro;034;Ibiza;21.993;9.699;12.294
1 de enero de 2020;28079;Madrid;03; Retiro;035;LosJerónimos;7.046;3.293;3.753
1 de enero de 2020;28079;Madrid;03; Retiro;036;NiñoJesús;15.461;6.997;8.464
1 de enero de 2020;28079;Madrid;04; Salamanca;041;Recoletos;15.846;7.132;8.714
1 de enero de 2020;28079;Madrid;04; Salamanca;042;Goya;29.945;13.012;16.933
1 de enero de 2020;28079;Madrid;04; Salamanca;043;FuentedelBerro;21.249;9.285;11.964
1 de enero de 2020;28079;Madrid;04; Salamanca;044;Guindalera;42.306;19.146;23.160
1 de enero de 2020;28079;Madrid;04; Salamanca;045;Lista;21.211;9.111;12.100
1 de enero de 2020;28079;Madrid;04; Salamanca;046;Castellana;17.297;7.534;9.763
1 de enero de 2020;28079;Madrid;05; Chamartín;051;ElViso;17.433;7.843;9.590
1 de enero de 2020;28079;Madrid;05; Chamartín;052;Prosperidad;36.940;16.509;20.431
1 de enero de 2020;28079;Madrid;05; Chamartín;053;CiudadJardín;18.893;8.415;10.478
1 de enero de 2020;28079;Madrid;05; Chamartín;054;Hispanoamérica;32.042;14.388;17.654
1 de enero de 2020;28079;Madrid;05; Chamartín;055;NuevaEspaña;25.015;11.347;13.668
1 de enero de 2020;28079;Madrid;05; Chamartín;056;Castilla;17.228;7.922;9.306
1 de enero de 2020;28079;Madrid;06; Tetuán;061;BellasVistas;29.895;13.646;16.249
1 de enero de 2020;28079;Madrid;06; Tetuán;062;CuatroCaminos;35.192;15.832;19.360
1 de enero de 2020;28079;Madrid;06; Tetuán;063;Castillejos;20.835;9.391;11.444
1 de enero de 2020;28079;Madrid;06; Tetuán;064;Almenara;23.003;10.551;12.452
1 de enero de 2020;28079;Madrid;06; Tetuán;065;Valdeacederas;26.545;12.346;14.199
1 de enero de 2020;28079;Madrid;06; Tetuán;066;Berruguete;25.843;11.592;14.251
1 de enero de 2020;28079;Madrid;07; Chamberí;071;Gaztambide;23.329;10.235;13.094
1 de enero de 2020;28079;Madrid;07; Chamberí;072;Arapiles;24.704;11.025;13.679
1 de enero de 2020;28079;Madrid;07; Chamberí;073;Trafalgar;25.023;11.161;13.862
1 de enero de 2020;28079;Madrid;07; Chamberí;074;Almagro;19.838;8.795;11.043
1 de enero de 2020;28079;Madrid;07; Chamberí;075;RíosRosas;27.569;12.132;15.437
1 de enero de 2020;28079;Madrid;07; Chamberí;076;Vallehermoso;20.403;8.788;11.615
1 de enero de 2020;28079;Madrid;08; Fuencarral-El Pardo;081;ElPardo;3.472;1.724;1.748
1 de enero de 2020;28079;Madrid;08; Fuencarral-El Pardo;082;Fuentelarreina;3.308;1.500;1.808
1 de enero de 2020;28079;Madrid;08; Fuencarral-El Pardo;083;Peñagrande;44.938;20.899;24.039
1 de enero de 2020;28079;Madrid;08; Fuencarral-El Pardo;084;Pilar;46.855;21.379;25.476
1 de enero de 2020;28079;Madrid;08; Fuencarral-El Pardo;085;LaPaz;33.644;15.754;17.890
1 de enero de 2020;28079;Madrid;08; Fuencarral-El Pardo;086;Valverde;64.668;30.772;33.896
1 de enero de 2020;28079;Madrid;08; Fuencarral-El Pardo;087;Mirasierra;34.046;16.222;17.824
1 de enero de 2020;28079;Madrid;08; Fuencarral-El Pardo;088;ElGoloso;19.042;9.390;9.652
1 de enero de 2020;28079;Madrid;09; Moncloa-Aravaca;091;CasadeCampo;13.201;6.114;7.087
1 de enero de 2020;28079;Madrid;09; Moncloa-Aravaca;092;Argüelles;24.423;11.074;13.349
1 de enero de 2020;28079;Madrid;09; Moncloa-Aravaca;093;CiudadUniversitaria;16.395;7.483;8.912
1 de enero de 2020;28079;Madrid;09; Moncloa-Aravaca;094;Valdezarza;30.405;13.918;16.487
1 de enero de 2020;28079;Madrid;09; Moncloa-Aravaca;095;Valdemarín;6.957;3.197;3.760
1 de enero de 2020;28079;Madrid;09; Moncloa-Aravaca;096;ElPlantío;2.799;1.290;1.509
1 de enero de 2020;28079;Madrid;09; Moncloa-Aravaca;097;Aravaca;27.503;12.899;14.604
1 de enero de 2020;28079;Madrid;10; Latina;101;LosCármenes;17.736;8.390;9.346
1 de enero de 2020;28079;Madrid;10; Latina;102;PuertadelÁngel;42.362;19.529;22.833
1 de enero de 2020;28079;Madrid;10; Latina;103;Lucero;36.783;17.091;19.692
1 de enero de 2020;28079;Madrid;10; Latina;104;Aluche;67.418;30.925;36.493
1 de enero de 2020;28079;Madrid;10; Latina;105;Campamento;19.848;9.216;10.632
1 de enero de 2020;28079;Madrid;10; Latina;106;CuatroVientos;5.881;2.958;2.923
1 de enero de 2020;28079;Madrid;10; Latina;107;Águilas;52.111;24.173;27.938
1 de enero de 2020;28079;Madrid;11; Carabanchel;111;Comillas;23.001;10.566;12.435
1 de enero de 2020;28079;Madrid;11; Carabanchel;112;Opañel;33.681;15.389;18.292
1 de enero de 2020;28079;Madrid;11; Carabanchel;113;SanIsidro;40.023;18.710;21.313
1 de enero de 2020;28079;Madrid;11; Carabanchel;114;VistaAlegre;47.602;21.731;25.871
1 de enero de 2020;28079;Madrid;11; Carabanchel;115;PuertaBonita;35.932;16.822;19.110
1 de enero de 2020;28079;Madrid;11; Carabanchel;116;Buenavista;48.010;23.198;24.812
1 de enero de 2020;28079;Madrid;11; Carabanchel;117;Abrantes;31.947;14.901;17.046
1 de enero de 2020;28079;Madrid;12; Usera;121;Orcasitas;23.173;10.898;12.275
1 de enero de 2020;28079;Madrid;12; Usera;122;Orcasur;14.154;6.846;7.308
1 de enero de 2020;28079;Madrid;12; Usera;123;SanFermín;24.001;11.441;12.560
1 de enero de 2020;28079;Madrid;12; Usera;124;Almendrales;22.179;10.362;11.817
1 de enero de 2020;28079;Madrid;12; Usera;125;Moscardó;27.128;12.673;14.455
1 de enero de 2020;28079;Madrid;12; Usera;126;Zofío;14.412;6.773;7.639
1 de enero de 2020;28079;Madrid;12; Usera;127;Pradolongo;17.847;8.353;9.494
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;131;Entrevías;35.516;17.076;18.440
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;132;SanDiego;43.899;20.957;22.942
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;133;PalomerasBajas;40.910;19.205;21.705
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;134;PalomerasSureste;43.164;20.610;22.554
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;135;Portazgo;28.968;13.560;15.408
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;136;Numancia;48.410;22.827;25.583
1 de enero de 2020;28079;Madrid;14; Moratalaz;141;Pavones;9.355;4.274;5.081
1 de enero de 2020;28079;Madrid;14; Moratalaz;142;Horcajo;6.435;3.074;3.361
1 de enero de 2020;28079;Madrid;14; Moratalaz;143;Marroquina;27.232;12.595;14.637
1 de enero de 2020;28079;Madrid;14; Moratalaz;144;MediaLegua;17.951;8.185;9.766
1 de enero de 2020;28079;Madrid;14; Moratalaz;145;Fontarrón;17.519;7.935;9.584
1 de enero de 2020;28079;Madrid;14; Moratalaz;146;Vinateros;17.122;7.522;9.600
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;151;Ventas;48.891;21.942;26.949
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;152;PuebloNuevo;63.521;29.399;34.122
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;153;Quintana;25.151;11.120;14.031
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;154;Concepción;21.153;9.374;11.779
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;155;SanPascual;18.107;8.152;9.955
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;156;SanJuanBautista;12.725;5.923;6.802
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;157;Colina;6.519;2.938;3.581
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;158;Atalaya;1.555;667;888
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;159;Costillares;22.245;10.451;11.794
1 de enero de 2020;28079;Madrid;16; Hortaleza;161;Palomas;6.839;3.318;3.521
1 de enero de 2020;28079;Madrid;16; Hortaleza;162;Piovera;14.939;7.119;7.820
1 de enero de 2020;28079;Madrid;16; Hortaleza;163;Canillas;40.838;19.028;21.810
1 de enero de 2020;28079;Madrid;16; Hortaleza;164;PinardelRey;53.162;24.529;28.633
1 de enero de 2020;28079;Madrid;16; Hortaleza;165;ApóstolSantiago;15.555;7.365;8.190
1 de enero de 2020;28079;Madrid;16; Hortaleza;166;Valdefuentes;61.931;30.300;31.631
1 de enero de 2020;28079;Madrid;17; Villaverde;171;VillaverdeAlto,CascoHistóricodeVillaverde;46.749;22.228;24.521
1 de enero de 2020;28079;Madrid;17; Villaverde;172;SanCristóbal;16.898;8.222;8.676
1 de enero de 2020;28079;Madrid;17; Villaverde;173;Butarque;20.026;9.704;10.322
1 de enero de 2020;28079;Madrid;17; Villaverde;174;LosRosales;38.107;18.336;19.771
1 de enero de 2020;28079;Madrid;17; Villaverde;175;Ángeles;32.538;15.149;17.389
1 de enero de 2020;28079;Madrid;18; Villa de Vallecas;181;CascoHistóricodeVallecas;40.956;19.656;21.300
1 de enero de 2020;28079;Madrid;18; Villa de Vallecas;182;SantaEugenia;24.684;11.833;12.851
1 de enero de 2020;28079;Madrid;18; Villa de Vallecas;183;EnsanchedeVallecas;48.872;24.021;24.851
1 de enero de 2020;28079;Madrid;19; Vicálvaro;191;CascoHistóricodeVicálvaro;35.666;17.220;18.446
