Provincias;Sexo;Nacionalidad;Año;Total
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2009;37.997
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2008;33.711
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2007;28.137
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2006;25.468
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2005;23.855
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2004;19.945
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2003;18.212
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2002;13.885
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2001;10.360
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2000;7.367
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;1999;6.042
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;1998;5.525
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2022;22.101
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2021;20.774
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2020;20.378
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2019;17.930
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2018;16.252
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2017;15.133
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2016;15.171
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2015;15.671
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2014;17.003
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2013;19.023
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2012;19.292
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2011;18.810
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2010;18.751
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2009;18.319
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2008;16.232
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2007;13.016
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2006;11.688
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2005;10.916
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2004;9.111
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2003;8.326
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2002;6.218
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2001;4.667
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;2000;3.341
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;1999;2.837
15 Coruña, A;Hombres;TOTAL EXTRANJEROS;1998;2.646
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2022;24.447
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2021;23.172
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2020;22.674
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2019;20.177
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2018;18.231
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2017;16.524
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2016;16.519
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2015;16.809
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2014;18.256
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2013;20.350
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2012;20.569
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2011;20.492
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2010;20.238
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2009;19.678
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2008;17.479
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2007;15.121
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2006;13.780
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2005;12.939
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2004;10.834
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2003;9.886
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2002;7.667
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2001;5.693
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;2000;4.026
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;1999;3.205
15 Coruña, A;Mujeres;TOTAL EXTRANJEROS;1998;2.879
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2022;22.723
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2021;22.327
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2020;22.131
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2019;20.571
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2018;19.706
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2017;19.441
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2016;20.041
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2015;20.832
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2014;23.270
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2013;26.824
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2012;29.924
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2011;29.233
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2010;27.969
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2009;27.107
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2008;24.348
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2007;18.774
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2006;15.324
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2005;14.259
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2004;10.325
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2003;8.106
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2002;5.192
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2001;3.016
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;2000;1.289
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;1999;834
16 Cuenca;Ambos sexos;TOTAL EXTRANJEROS;1998;748
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2022;11.572
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2021;11.332
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2020;11.231
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2019;10.443
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2018;10.072
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2017;10.017
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2016;10.365
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2015;10.937
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2014;12.454
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2013;14.545
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2012;16.416
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2011;16.129
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2010;15.644
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2009;15.365
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2008;13.907
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2007;10.721
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2006;8.867
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2005;8.415
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2004;6.124
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2003;4.874
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2002;3.152
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2001;1.791
16 Cuenca;Hombres;TOTAL EXTRANJEROS;2000;711
16 Cuenca;Hombres;TOTAL EXTRANJEROS;1999;431
16 Cuenca;Hombres;TOTAL EXTRANJEROS;1998;384
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2022;11.151
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2021;10.995
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2020;10.900
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2019;10.128
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2018;9.634
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2017;9.424
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2016;9.676
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2015;9.895
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2014;10.816
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2013;12.279
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2012;13.508
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2011;13.104
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2010;12.325
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2009;11.742
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2008;10.441
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2007;8.053
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2006;6.457
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2005;5.844
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2004;4.201
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2003;3.232
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2002;2.040
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2001;1.225
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;2000;579
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;1999;403
16 Cuenca;Mujeres;TOTAL EXTRANJEROS;1998;364
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2022;61.341
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2021;60.978
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2020;60.285
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2019;55.295
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2018;51.234
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2017;48.652
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2016;47.592
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2015;46.548
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2014;46.464
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2013;46.684
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2012;46.132
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2011;44.179
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2010;42.449
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2009;40.859
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2008;35.935
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2007;29.040
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2006;25.290
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2005;21.536
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2004;18.232
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2003;14.878
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2002;11.716
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2001;8.856
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;2000;7.903
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;1999;6.359
20 Gipuzkoa;Ambos sexos;TOTAL EXTRANJEROS;1998;5.301
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2022;30.868
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2021;30.513
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2020;29.925
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2019;27.495
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2018;25.426
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2017;24.280
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2016;23.992
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2015;23.639
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2014;23.499
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2013;23.637
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2012;23.323
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2011;22.379
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2010;21.716
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2009;21.350
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2008;18.722
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2007;14.913
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2006;13.042
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2005;11.092
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2004;9.379
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2003;7.671
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2002;5.963
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2001;4.377
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;2000;3.917
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;1999;3.145
20 Gipuzkoa;Hombres;TOTAL EXTRANJEROS;1998;2.647
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2022;30.473
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2021;30.465
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2020;30.360
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2019;27.800
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2018;25.808
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2017;24.372
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2016;23.600
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2015;22.909
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2014;22.965
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2013;23.047
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2012;22.809
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2011;21.800
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2010;20.733
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2009;19.509
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2008;17.213
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2007;14.127
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2006;12.248
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2005;10.444
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2004;8.853
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2003;7.207
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2002;5.753
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2001;4.479
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;2000;3.986
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;1999;3.214
20 Gipuzkoa;Mujeres;TOTAL EXTRANJEROS;1998;2.654
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2022;162.361
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2021;160.030
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2020;160.435
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2019;152.308
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2018;144.720
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2017;140.890
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2016;141.902
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2015;143.757
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2014;150.309
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2013;161.025
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2012;163.068
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2011;161.666
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2010;162.247
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2009;160.279
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2008;149.236
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2007;129.183
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2006;116.284
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2005;100.367
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2004;79.133
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2003;69.550
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2002;53.715
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2001;40.347
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;2000;34.957
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;1999;29.008
17 Girona;Ambos sexos;TOTAL EXTRANJEROS;1998;22.053
17 Girona;Hombres;TOTAL EXTRANJEROS;2022;84.729
17 Girona;Hombres;TOTAL EXTRANJEROS;2021;83.384
17 Girona;Hombres;TOTAL EXTRANJEROS;2020;83.405
17 Girona;Hombres;TOTAL EXTRANJEROS;2019;78.696
17 Girona;Hombres;TOTAL EXTRANJEROS;2018;74.794
17 Girona;Hombres;TOTAL EXTRANJEROS;2017;73.004
17 Girona;Hombres;TOTAL EXTRANJEROS;2016;73.788
17 Girona;Hombres;TOTAL EXTRANJEROS;2015;75.025
17 Girona;Hombres;TOTAL EXTRANJEROS;2014;78.998
17 Girona;Hombres;TOTAL EXTRANJEROS;2013;85.174
17 Girona;Hombres;TOTAL EXTRANJEROS;2012;86.903
17 Girona;Hombres;TOTAL EXTRANJEROS;2011;86.596
17 Girona;Hombres;TOTAL EXTRANJEROS;2010;87.909
17 Girona;Hombres;TOTAL EXTRANJEROS;2009;88.226
17 Girona;Hombres;TOTAL EXTRANJEROS;2008;82.727
17 Girona;Hombres;TOTAL EXTRANJEROS;2007;71.461
17 Girona;Hombres;TOTAL EXTRANJEROS;2006;65.249
17 Girona;Hombres;TOTAL EXTRANJEROS;2005;56.413
17 Girona;Hombres;TOTAL EXTRANJEROS;2004;44.107
17 Girona;Hombres;TOTAL EXTRANJEROS;2003;39.105
17 Girona;Hombres;TOTAL EXTRANJEROS;2002;30.394
17 Girona;Hombres;TOTAL EXTRANJEROS;2001;22.679
17 Girona;Hombres;TOTAL EXTRANJEROS;2000;19.083
17 Girona;Hombres;TOTAL EXTRANJEROS;1999;15.612
17 Girona;Hombres;TOTAL EXTRANJEROS;1998;12.237
17 Girona;Mujeres;TOTAL EXTRANJEROS;2022;77.632
17 Girona;Mujeres;TOTAL EXTRANJEROS;2021;76.646
17 Girona;Mujeres;TOTAL EXTRANJEROS;2020;77.030
17 Girona;Mujeres;TOTAL EXTRANJEROS;2019;73.612
17 Girona;Mujeres;TOTAL EXTRANJEROS;2018;69.926
17 Girona;Mujeres;TOTAL EXTRANJEROS;2017;67.886
17 Girona;Mujeres;TOTAL EXTRANJEROS;2016;68.114
17 Girona;Mujeres;TOTAL EXTRANJEROS;2015;68.732
17 Girona;Mujeres;TOTAL EXTRANJEROS;2014;71.311
17 Girona;Mujeres;TOTAL EXTRANJEROS;2013;75.851
17 Girona;Mujeres;TOTAL EXTRANJEROS;2012;76.165
17 Girona;Mujeres;TOTAL EXTRANJEROS;2011;75.070
17 Girona;Mujeres;TOTAL EXTRANJEROS;2010;74.338
17 Girona;Mujeres;TOTAL EXTRANJEROS;2009;72.053
17 Girona;Mujeres;TOTAL EXTRANJEROS;2008;66.509
17 Girona;Mujeres;TOTAL EXTRANJEROS;2007;57.722
17 Girona;Mujeres;TOTAL EXTRANJEROS;2006;51.035
17 Girona;Mujeres;TOTAL EXTRANJEROS;2005;43.954
17 Girona;Mujeres;TOTAL EXTRANJEROS;2004;35.026
17 Girona;Mujeres;TOTAL EXTRANJEROS;2003;30.445
17 Girona;Mujeres;TOTAL EXTRANJEROS;2002;23.321
17 Girona;Mujeres;TOTAL EXTRANJEROS;2001;17.668
17 Girona;Mujeres;TOTAL EXTRANJEROS;2000;15.874
17 Girona;Mujeres;TOTAL EXTRANJEROS;1999;13.396
17 Girona;Mujeres;TOTAL EXTRANJEROS;1998;9.816
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2022;69.157
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2021;67.374
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2020;65.155
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2019;60.969
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2018;57.466
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2017;56.185
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2016;57.703
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2015;59.279
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2014;62.039
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2013;64.241
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2012;68.663
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2011;67.283
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2010;64.334
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2009;61.732
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2008;58.775
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2007;48.874
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2006;43.254
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2005;36.318
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2004;26.876
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2003;23.113
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2002;15.857
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2001;11.115
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;2000;8.243
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;1999;7.196
18 Granada;Ambos sexos;TOTAL EXTRANJEROS;1998;6.476
18 Granada;Hombres;TOTAL EXTRANJEROS;2022;35.764
18 Granada;Hombres;TOTAL EXTRANJEROS;2021;34.806
18 Granada;Hombres;TOTAL EXTRANJEROS;2020;33.694
18 Granada;Hombres;TOTAL EXTRANJEROS;2019;31.692
18 Granada;Hombres;TOTAL EXTRANJEROS;2018;30.082
18 Granada;Hombres;TOTAL EXTRANJEROS;2017;29.412
18 Granada;Hombres;TOTAL EXTRANJEROS;2016;30.232
18 Granada;Hombres;TOTAL EXTRANJEROS;2015;31.065
18 Granada;Hombres;TOTAL EXTRANJEROS;2014;32.593
18 Granada;Hombres;TOTAL EXTRANJEROS;2013;33.972
18 Granada;Hombres;TOTAL EXTRANJEROS;2012;36.476
18 Granada;Hombres;TOTAL EXTRANJEROS;2011;35.861
18 Granada;Hombres;TOTAL EXTRANJEROS;2010;34.325
18 Granada;Hombres;TOTAL EXTRANJEROS;2009;33.254
18 Granada;Hombres;TOTAL EXTRANJEROS;2008;32.216
18 Granada;Hombres;TOTAL EXTRANJEROS;2007;26.592
18 Granada;Hombres;TOTAL EXTRANJEROS;2006;23.574
18 Granada;Hombres;TOTAL EXTRANJEROS;2005;19.435
18 Granada;Hombres;TOTAL EXTRANJEROS;2004;14.057
18 Granada;Hombres;TOTAL EXTRANJEROS;2003;12.219
18 Granada;Hombres;TOTAL EXTRANJEROS;2002;8.421
18 Granada;Hombres;TOTAL EXTRANJEROS;2001;5.761
18 Granada;Hombres;TOTAL EXTRANJEROS;2000;4.110
18 Granada;Hombres;TOTAL EXTRANJEROS;1999;3.569
18 Granada;Hombres;TOTAL EXTRANJEROS;1998;3.196
18 Granada;Mujeres;TOTAL EXTRANJEROS;2022;33.393
18 Granada;Mujeres;TOTAL EXTRANJEROS;2021;32.568
18 Granada;Mujeres;TOTAL EXTRANJEROS;2020;31.461
18 Granada;Mujeres;TOTAL EXTRANJEROS;2019;29.277
18 Granada;Mujeres;TOTAL EXTRANJEROS;2018;27.384
18 Granada;Mujeres;TOTAL EXTRANJEROS;2017;26.773
18 Granada;Mujeres;TOTAL EXTRANJEROS;2016;27.471
18 Granada;Mujeres;TOTAL EXTRANJEROS;2015;28.214
18 Granada;Mujeres;TOTAL EXTRANJEROS;2014;29.446
18 Granada;Mujeres;TOTAL EXTRANJEROS;2013;30.269
18 Granada;Mujeres;TOTAL EXTRANJEROS;2012;32.187
18 Granada;Mujeres;TOTAL EXTRANJEROS;2011;31.422
18 Granada;Mujeres;TOTAL EXTRANJEROS;2010;30.009
18 Granada;Mujeres;TOTAL EXTRANJEROS;2009;28.478
18 Granada;Mujeres;TOTAL EXTRANJEROS;2008;26.559
18 Granada;Mujeres;TOTAL EXTRANJEROS;2007;22.282
18 Granada;Mujeres;TOTAL EXTRANJEROS;2006;19.680
18 Granada;Mujeres;TOTAL EXTRANJEROS;2005;16.883
18 Granada;Mujeres;TOTAL EXTRANJEROS;2004;12.819
18 Granada;Mujeres;TOTAL EXTRANJEROS;2003;10.894
18 Granada;Mujeres;TOTAL EXTRANJEROS;2002;7.435
18 Granada;Mujeres;TOTAL EXTRANJEROS;2001;5.353
18 Granada;Mujeres;TOTAL EXTRANJEROS;2000;4.133
18 Granada;Mujeres;TOTAL EXTRANJEROS;1999;3.627
18 Granada;Mujeres;TOTAL EXTRANJEROS;1998;3.279
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2022;37.228
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2021;36.246
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2020;35.509
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2019;32.866
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2018;31.007
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2017;30.408
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2016;30.921
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2015;32.043
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2014;35.155
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2013;39.368
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2012;41.125
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2011;40.421
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2010;39.204
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2009;37.852
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2008;34.310
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2007;25.647
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2006;20.459
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2005;17.316
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2004;13.504
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2003;10.627
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2002;7.445
19 Guadalajara;Ambos sexos;TOTAL EXTRANJEROS;2001;4.452
