Provincias;Sexo;Nacionalidad;Año;Total
22 Huesca;Mujeres;TOTAL EXTRANJEROS;2001;1.434
22 Huesca;Mujeres;TOTAL EXTRANJEROS;2000;924
22 Huesca;Mujeres;TOTAL EXTRANJEROS;1999;647
22 Huesca;Mujeres;TOTAL EXTRANJEROS;1998;575
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2022;17.665
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2021;16.900
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2020;16.413
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2019;15.372
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2018;15.126
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2017;15.507
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2016;16.392
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2015;17.235
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2014;19.078
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2013;22.392
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2012;24.522
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2011;22.270
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2010;20.667
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2009;19.583
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2008;18.572
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2007;14.685
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2006;13.061
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2005;11.388
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2004;8.745
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2003;7.149
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2002;4.759
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2001;3.001
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;2000;2.091
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;1999;1.651
23 Jaén;Ambos sexos;TOTAL EXTRANJEROS;1998;1.426
23 Jaén;Hombres;TOTAL EXTRANJEROS;2022;9.394
23 Jaén;Hombres;TOTAL EXTRANJEROS;2021;8.965
23 Jaén;Hombres;TOTAL EXTRANJEROS;2020;8.744
23 Jaén;Hombres;TOTAL EXTRANJEROS;2019;8.251
23 Jaén;Hombres;TOTAL EXTRANJEROS;2018;8.213
23 Jaén;Hombres;TOTAL EXTRANJEROS;2017;8.578
23 Jaén;Hombres;TOTAL EXTRANJEROS;2016;9.163
23 Jaén;Hombres;TOTAL EXTRANJEROS;2015;9.652
23 Jaén;Hombres;TOTAL EXTRANJEROS;2014;10.855
23 Jaén;Hombres;TOTAL EXTRANJEROS;2013;13.312
23 Jaén;Hombres;TOTAL EXTRANJEROS;2012;15.391
23 Jaén;Hombres;TOTAL EXTRANJEROS;2011;13.428
23 Jaén;Hombres;TOTAL EXTRANJEROS;2010;11.949
23 Jaén;Hombres;TOTAL EXTRANJEROS;2009;11.411
23 Jaén;Hombres;TOTAL EXTRANJEROS;2008;11.145
23 Jaén;Hombres;TOTAL EXTRANJEROS;2007;8.654
23 Jaén;Hombres;TOTAL EXTRANJEROS;2006;7.846
23 Jaén;Hombres;TOTAL EXTRANJEROS;2005;6.968
23 Jaén;Hombres;TOTAL EXTRANJEROS;2004;5.423
23 Jaén;Hombres;TOTAL EXTRANJEROS;2003;4.564
23 Jaén;Hombres;TOTAL EXTRANJEROS;2002;3.073
23 Jaén;Hombres;TOTAL EXTRANJEROS;2001;1.981
23 Jaén;Hombres;TOTAL EXTRANJEROS;2000;1.348
23 Jaén;Hombres;TOTAL EXTRANJEROS;1999;1.050
23 Jaén;Hombres;TOTAL EXTRANJEROS;1998;901
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2022;8.271
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2021;7.935
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2020;7.669
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2019;7.121
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2018;6.913
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2017;6.929
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2016;7.229
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2015;7.583
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2014;8.223
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2013;9.080
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2012;9.131
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2011;8.842
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2010;8.718
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2009;8.172
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2008;7.427
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2007;6.031
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2006;5.215
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2005;4.420
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2004;3.322
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2003;2.585
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2002;1.685
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2001;1.021
23 Jaén;Mujeres;TOTAL EXTRANJEROS;2000;743
23 Jaén;Mujeres;TOTAL EXTRANJEROS;1999;602
23 Jaén;Mujeres;TOTAL EXTRANJEROS;1998;525
24 León;Ambos sexos;TOTAL EXTRANJEROS;2022;20.422
24 León;Ambos sexos;TOTAL EXTRANJEROS;2021;20.231
24 León;Ambos sexos;TOTAL EXTRANJEROS;2020;20.345
24 León;Ambos sexos;TOTAL EXTRANJEROS;2019;19.109
24 León;Ambos sexos;TOTAL EXTRANJEROS;2018;18.493
24 León;Ambos sexos;TOTAL EXTRANJEROS;2017;18.245
24 León;Ambos sexos;TOTAL EXTRANJEROS;2016;19.129
24 León;Ambos sexos;TOTAL EXTRANJEROS;2015;20.613
24 León;Ambos sexos;TOTAL EXTRANJEROS;2014;22.782
24 León;Ambos sexos;TOTAL EXTRANJEROS;2013;25.255
24 León;Ambos sexos;TOTAL EXTRANJEROS;2012;26.161
24 León;Ambos sexos;TOTAL EXTRANJEROS;2011;26.260
24 León;Ambos sexos;TOTAL EXTRANJEROS;2010;25.963
24 León;Ambos sexos;TOTAL EXTRANJEROS;2009;25.080
24 León;Ambos sexos;TOTAL EXTRANJEROS;2008;23.380
24 León;Ambos sexos;TOTAL EXTRANJEROS;2007;19.265
24 León;Ambos sexos;TOTAL EXTRANJEROS;2006;17.201
24 León;Ambos sexos;TOTAL EXTRANJEROS;2005;14.184
24 León;Ambos sexos;TOTAL EXTRANJEROS;2004;11.577
24 León;Ambos sexos;TOTAL EXTRANJEROS;2003;11.475
24 León;Ambos sexos;TOTAL EXTRANJEROS;2002;9.527
24 León;Ambos sexos;TOTAL EXTRANJEROS;2001;7.778
24 León;Ambos sexos;TOTAL EXTRANJEROS;2000;7.045
24 León;Ambos sexos;TOTAL EXTRANJEROS;1999;6.611
24 León;Ambos sexos;TOTAL EXTRANJEROS;1998;6.123
24 León;Hombres;TOTAL EXTRANJEROS;2022;9.844
24 León;Hombres;TOTAL EXTRANJEROS;2021;9.758
24 León;Hombres;TOTAL EXTRANJEROS;2020;9.847
24 León;Hombres;TOTAL EXTRANJEROS;2019;9.289
24 León;Hombres;TOTAL EXTRANJEROS;2018;9.069
24 León;Hombres;TOTAL EXTRANJEROS;2017;9.042
24 León;Hombres;TOTAL EXTRANJEROS;2016;9.497
24 León;Hombres;TOTAL EXTRANJEROS;2015;10.340
24 León;Hombres;TOTAL EXTRANJEROS;2014;11.550
24 León;Hombres;TOTAL EXTRANJEROS;2013;12.813
24 León;Hombres;TOTAL EXTRANJEROS;2012;13.371
24 León;Hombres;TOTAL EXTRANJEROS;2011;13.377
24 León;Hombres;TOTAL EXTRANJEROS;2010;13.285
24 León;Hombres;TOTAL EXTRANJEROS;2009;12.861
24 León;Hombres;TOTAL EXTRANJEROS;2008;12.098
24 León;Hombres;TOTAL EXTRANJEROS;2007;9.621
24 León;Hombres;TOTAL EXTRANJEROS;2006;8.394
24 León;Hombres;TOTAL EXTRANJEROS;2005;6.774
24 León;Hombres;TOTAL EXTRANJEROS;2004;5.453
24 León;Hombres;TOTAL EXTRANJEROS;2003;5.419
24 León;Hombres;TOTAL EXTRANJEROS;2002;4.523
24 León;Hombres;TOTAL EXTRANJEROS;2001;3.717
24 León;Hombres;TOTAL EXTRANJEROS;2000;3.504
24 León;Hombres;TOTAL EXTRANJEROS;1999;3.289
24 León;Hombres;TOTAL EXTRANJEROS;1998;3.070
24 León;Mujeres;TOTAL EXTRANJEROS;2022;10.578
24 León;Mujeres;TOTAL EXTRANJEROS;2021;10.473
24 León;Mujeres;TOTAL EXTRANJEROS;2020;10.498
24 León;Mujeres;TOTAL EXTRANJEROS;2019;9.820
24 León;Mujeres;TOTAL EXTRANJEROS;2018;9.424
24 León;Mujeres;TOTAL EXTRANJEROS;2017;9.203
24 León;Mujeres;TOTAL EXTRANJEROS;2016;9.632
24 León;Mujeres;TOTAL EXTRANJEROS;2015;10.273
24 León;Mujeres;TOTAL EXTRANJEROS;2014;11.232
24 León;Mujeres;TOTAL EXTRANJEROS;2013;12.442
24 León;Mujeres;TOTAL EXTRANJEROS;2012;12.790
24 León;Mujeres;TOTAL EXTRANJEROS;2011;12.883
24 León;Mujeres;TOTAL EXTRANJEROS;2010;12.678
24 León;Mujeres;TOTAL EXTRANJEROS;2009;12.219
24 León;Mujeres;TOTAL EXTRANJEROS;2008;11.282
24 León;Mujeres;TOTAL EXTRANJEROS;2007;9.644
24 León;Mujeres;TOTAL EXTRANJEROS;2006;8.807
24 León;Mujeres;TOTAL EXTRANJEROS;2005;7.410
24 León;Mujeres;TOTAL EXTRANJEROS;2004;6.124
24 León;Mujeres;TOTAL EXTRANJEROS;2003;6.056
24 León;Mujeres;TOTAL EXTRANJEROS;2002;5.004
24 León;Mujeres;TOTAL EXTRANJEROS;2001;4.061
24 León;Mujeres;TOTAL EXTRANJEROS;2000;3.541
24 León;Mujeres;TOTAL EXTRANJEROS;1999;3.322
24 León;Mujeres;TOTAL EXTRANJEROS;1998;3.053
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2022;83.295
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2021;81.392
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2020;79.833
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2019;75.642
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2018;72.654
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2017;71.479
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2016;73.295
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2015;74.435
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2014;77.045
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2013;81.145
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2012;82.053
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2011;81.762
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2010;80.490
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2009;77.784
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2008;69.366
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2007;57.560
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2006;52.633
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2005;45.144
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2004;31.370
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2003;24.107
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2002;17.111
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2001;11.033
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;2000;9.451
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;1999;7.366
25 Lleida;Ambos sexos;TOTAL EXTRANJEROS;1998;5.047
25 Lleida;Hombres;TOTAL EXTRANJEROS;2022;46.960
25 Lleida;Hombres;TOTAL EXTRANJEROS;2021;45.977
25 Lleida;Hombres;TOTAL EXTRANJEROS;2020;44.904
25 Lleida;Hombres;TOTAL EXTRANJEROS;2019;42.261
25 Lleida;Hombres;TOTAL EXTRANJEROS;2018;40.348
25 Lleida;Hombres;TOTAL EXTRANJEROS;2017;39.613
25 Lleida;Hombres;TOTAL EXTRANJEROS;2016;40.591
25 Lleida;Hombres;TOTAL EXTRANJEROS;2015;41.112
25 Lleida;Hombres;TOTAL EXTRANJEROS;2014;42.689
25 Lleida;Hombres;TOTAL EXTRANJEROS;2013;45.092
25 Lleida;Hombres;TOTAL EXTRANJEROS;2012;45.811
25 Lleida;Hombres;TOTAL EXTRANJEROS;2011;46.012
25 Lleida;Hombres;TOTAL EXTRANJEROS;2010;45.745
25 Lleida;Hombres;TOTAL EXTRANJEROS;2009;44.832
25 Lleida;Hombres;TOTAL EXTRANJEROS;2008;40.335
25 Lleida;Hombres;TOTAL EXTRANJEROS;2007;33.920
25 Lleida;Hombres;TOTAL EXTRANJEROS;2006;31.813
25 Lleida;Hombres;TOTAL EXTRANJEROS;2005;27.533
25 Lleida;Hombres;TOTAL EXTRANJEROS;2004;18.672
25 Lleida;Hombres;TOTAL EXTRANJEROS;2003;14.443
25 Lleida;Hombres;TOTAL EXTRANJEROS;2002;10.363
25 Lleida;Hombres;TOTAL EXTRANJEROS;2001;6.613
25 Lleida;Hombres;TOTAL EXTRANJEROS;2000;5.407
25 Lleida;Hombres;TOTAL EXTRANJEROS;1999;4.183
25 Lleida;Hombres;TOTAL EXTRANJEROS;1998;2.996
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2022;36.335
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2021;35.415
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2020;34.929
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2019;33.381
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2018;32.306
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2017;31.866
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2016;32.704
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2015;33.323
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2014;34.356
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2013;36.053
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2012;36.242
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2011;35.750
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2010;34.745
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2009;32.952
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2008;29.031
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2007;23.640
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2006;20.820
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2005;17.611
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2004;12.698
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2003;9.664
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2002;6.748
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2001;4.420
25 Lleida;Mujeres;TOTAL EXTRANJEROS;2000;4.044
25 Lleida;Mujeres;TOTAL EXTRANJEROS;1999;3.183
25 Lleida;Mujeres;TOTAL EXTRANJEROS;1998;2.050
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2022;16.859
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2021;16.513
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2020;16.153
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2019;14.584
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2018;13.398
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2017;12.636
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2016;12.666
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2015;12.640
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2014;13.604
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2013;14.764
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2012;14.738
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2011;14.502
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2010;14.176
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2009;13.597
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2008;11.582
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2007;9.076
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2006;7.992
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2005;6.930
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2004;5.542
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2003;5.229
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2002;4.231
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2001;3.398
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;2000;3.083
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;1999;2.700
27 Lugo;Ambos sexos;TOTAL EXTRANJEROS;1998;2.396
27 Lugo;Hombres;TOTAL EXTRANJEROS;2022;8.493
27 Lugo;Hombres;TOTAL EXTRANJEROS;2021;8.262
27 Lugo;Hombres;TOTAL EXTRANJEROS;2020;8.106
27 Lugo;Hombres;TOTAL EXTRANJEROS;2019;7.393
27 Lugo;Hombres;TOTAL EXTRANJEROS;2018;6.869
27 Lugo;Hombres;TOTAL EXTRANJEROS;2017;6.500
27 Lugo;Hombres;TOTAL EXTRANJEROS;2016;6.473
27 Lugo;Hombres;TOTAL EXTRANJEROS;2015;6.484
27 Lugo;Hombres;TOTAL EXTRANJEROS;2014;7.004
27 Lugo;Hombres;TOTAL EXTRANJEROS;2013;7.586
27 Lugo;Hombres;TOTAL EXTRANJEROS;2012;7.637
27 Lugo;Hombres;TOTAL EXTRANJEROS;2011;7.535
27 Lugo;Hombres;TOTAL EXTRANJEROS;2010;7.419
27 Lugo;Hombres;TOTAL EXTRANJEROS;2009;7.282
27 Lugo;Hombres;TOTAL EXTRANJEROS;2008;6.033
27 Lugo;Hombres;TOTAL EXTRANJEROS;2007;4.440
27 Lugo;Hombres;TOTAL EXTRANJEROS;2006;3.783
27 Lugo;Hombres;TOTAL EXTRANJEROS;2005;3.182
27 Lugo;Hombres;TOTAL EXTRANJEROS;2004;2.460
27 Lugo;Hombres;TOTAL EXTRANJEROS;2003;2.407
27 Lugo;Hombres;TOTAL EXTRANJEROS;2002;1.955
27 Lugo;Hombres;TOTAL EXTRANJEROS;2001;1.585
27 Lugo;Hombres;TOTAL EXTRANJEROS;2000;1.496
27 Lugo;Hombres;TOTAL EXTRANJEROS;1999;1.323
27 Lugo;Hombres;TOTAL EXTRANJEROS;1998;1.190
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2022;8.366
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2021;8.251
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2020;8.047
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2019;7.191
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2018;6.529
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2017;6.136
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2016;6.193
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2015;6.156
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2014;6.600
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2013;7.178
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2012;7.101
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2011;6.967
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2010;6.757
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2009;6.315
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2008;5.549
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2007;4.636
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2006;4.209
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2005;3.748
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2004;3.082
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2003;2.822
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2002;2.276
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2001;1.813
27 Lugo;Mujeres;TOTAL EXTRANJEROS;2000;1.587
27 Lugo;Mujeres;TOTAL EXTRANJEROS;1999;1.377
27 Lugo;Mujeres;TOTAL EXTRANJEROS;1998;1.206
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2022;949.969
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2021;955.122
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2020;955.714
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2019;881.819
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2018;826.456
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2017;795.271
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2016;792.627
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2015;811.128
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2014;879.953
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2013;960.121
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2012;1.015.054
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2011;1.067.585
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2010;1.079.944
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2009;1.063.803
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2008;1.005.381
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2007;866.910
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2006;800.512
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2005;780.752
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2004;664.255
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2003;589.215
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2002;444.440
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2001;305.656
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;2000;165.734
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;1999;134.165
28 Madrid;Ambos sexos;TOTAL EXTRANJEROS;1998;115.202
28 Madrid;Hombres;TOTAL EXTRANJEROS;2022;450.097
28 Madrid;Hombres;TOTAL EXTRANJEROS;2021;451.382
28 Madrid;Hombres;TOTAL EXTRANJEROS;2020;450.790
28 Madrid;Hombres;TOTAL EXTRANJEROS;2019;416.084
28 Madrid;Hombres;TOTAL EXTRANJEROS;2018;391.183
28 Madrid;Hombres;TOTAL EXTRANJEROS;2017;378.360
28 Madrid;Hombres;TOTAL EXTRANJEROS;2016;379.366
28 Madrid;Hombres;TOTAL EXTRANJEROS;2015;391.525
28 Madrid;Hombres;TOTAL EXTRANJEROS;2014;426.569
28 Madrid;Hombres;TOTAL EXTRANJEROS;2013;468.525
28 Madrid;Hombres;TOTAL EXTRANJEROS;2012;498.834
28 Madrid;Hombres;TOTAL EXTRANJEROS;2011;530.435
28 Madrid;Hombres;TOTAL EXTRANJEROS;2010;542.398
28 Madrid;Hombres;TOTAL EXTRANJEROS;2009;538.868
28 Madrid;Hombres;TOTAL EXTRANJEROS;2008;509.720
28 Madrid;Hombres;TOTAL EXTRANJEROS;2007;435.985
28 Madrid;Hombres;TOTAL EXTRANJEROS;2006;402.294
28 Madrid;Hombres;TOTAL EXTRANJEROS;2005;392.564
28 Madrid;Hombres;TOTAL EXTRANJEROS;2004;330.889
28 Madrid;Hombres;TOTAL EXTRANJEROS;2003;291.735
28 Madrid;Hombres;TOTAL EXTRANJEROS;2002;217.996
28 Madrid;Hombres;TOTAL EXTRANJEROS;2001;147.324
28 Madrid;Hombres;TOTAL EXTRANJEROS;2000;78.170
28 Madrid;Hombres;TOTAL EXTRANJEROS;1999;62.950
28 Madrid;Hombres;TOTAL EXTRANJEROS;1998;54.113
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2022;499.872
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2021;503.740
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2020;504.924
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2019;465.735
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2018;435.273
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2017;416.911
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2016;413.261
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2015;419.603
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2014;453.384
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2013;491.596
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2012;516.220
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2011;537.150
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2010;537.546
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2009;524.935
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2008;495.661
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2007;430.925
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2006;398.218
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2005;388.188
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2004;333.366
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2003;297.480
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2002;226.444
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2001;158.332
28 Madrid;Mujeres;TOTAL EXTRANJEROS;2000;87.564
28 Madrid;Mujeres;TOTAL EXTRANJEROS;1999;71.214
28 Madrid;Mujeres;TOTAL EXTRANJEROS;1998;61.089
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2022;287.344
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2021;273.001
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2020;270.206
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2019;253.153
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2018;238.312
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2017;232.952
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2016;239.810
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2015;247.903
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2014;253.408
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2013;296.337
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2012;292.257
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2011;283.498
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2010;275.027
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2009;267.824
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2008;250.432
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2007;219.955
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2006;203.977
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2005;181.589
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2004;144.462
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2003;130.146
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2002;104.128
29 Málaga;Ambos sexos;TOTAL EXTRANJEROS;2001;85.480
